Time_Step,energy,avg_amp,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99
284,1.020995e-01,5.510223e-03,2.680761e-02,2.754936e-02,2.361596e-02,1.827110e-02,8.626899e-03,-7.098173e-03,-1.740827e-02,-2.344655e-02,-3.582547e-02,-4.393064e-02,-4.733156e-02,-4.453081e-02,-4.358044e-02,-4.197429e-02,-4.759461e-02,-4.866884e-02,-4.439044e-02,-4.103862e-02,-3.139737e-02,-1.969404e-02,-4.919600e-03,5.007038e-03,7.832828e-03,2.157430e-03,2.666091e-03,4.922196e-03,8.082636e-03,1.083448e-02,9.055263e-03,8.219652e-03,8.893140e-03,8.905068e-03,1.673749e-03,2.774927e-03,3.896845e-03,6.653210e-03,1.270788e-02,2.313243e-02,3.011174e-02,3.668263e-02,5.302983e-02,6.348404e-02,7.312381e-02,7.776685e-02,7.724513e-02,7.007179e-02,6.520350e-02,6.411721e-02,6.324825e-02,5.631078e-02,4.545891e-02,3.892532e-02,2.612577e-02,1.608480e-02,1.120850e-02,6.932037e-03,1.280145e-03,1.495031e-03,2.799476e-03,1.000481e-02,1.048578e-02,6.681776e-03,5.224125e-03,1.202298e-02,1.244321e-02,8.482256e-03,2.891650e-03,2.422634e-03,5.698363e-03,6.553862e-03,1.251751e-03,-6.596443e-03,-1.124412e-02,-1.056020e-02,-1.153677e-03,1.613914e-02,3.052509e-02,3.801064e-02,4.356172e-02,4.226534e-02,3.916044e-02,2.993570e-02,2.058150e-02,1.182721e-02,9.533850e-03,1.364694e-02,1.093916e-02,4.795500e-03,-1.052256e-03,-1.369105e-02,-2.543994e-02,-3.271756e-02,-3.513592e-02,-3.760466e-02,-3.388788e-02,-3.313924e-02,-3.914681e-02,-4.345991e-02,-4.529447e-02,-4.410060e-02
285,1.023612e-01,5.494638e-03,2.684709e-02,2.758394e-02,2.364102e-02,1.828268e-02,8.621854e-03,-7.121928e-03,-1.745171e-02,-2.350948e-02,-3.590665e-02,-4.402786e-02,-4.744182e-02,-4.465055e-02,-4.370572e-02,-4.210105e-02,-4.771883e-02,-4.878682e-02,-4.449894e-02,-4.113501e-02,-3.147978e-02,-1.976141e-02,-4.971690e-03,4.969713e-03,7.809112e-03,2.145701e-03,2.664454e-03,4.928694e-03,8.095459e-03,1.085215e-02,9.076810e-03,8.244708e-03,8.922036e-03,8.938842e-03,1.714088e-03,2.824014e-03,3.957099e-03,6.726915e-03,1.279671e-02,2.323693e-02,3.023077e-02,3.681297e-02,5.316590e-02,6.361806e-02,7.324624e-02,7.786731e-02,7.731361e-02,7.010009e-02,6.518653e-02,6.405399e-02,6.314234e-02,5.617001e-02,4.529441e-02,3.875001e-02,2.595268e-02,1.592542e-02,1.107152e-02,6.822678e-03,1.200108e-03,1.442965e-03,2.771804e-03,9.996677e-03,1.049194e-02,6.697294e-03,5.244807e-03,1.204559e-02,1.246551e-02,8.502944e-03,2.910245e-03,2.439380e-03,5.714124e-03,6.570011e-03,1.270037e-03,-6.574071e-03,-1.121574e-02,-1.052415e-02,-1.108841e-03,1.619317e-02,3.058785e-02,3.808079e-02,4.363709e-02,4.234314e-02,3.923746e-02,3.000858e-02,2.064699e-02,1.188234e-02,9.576091e-03,1.367428e-02,1.095018e-02,4.789317e-03,-1.075960e-03,-1.373209e-02,-2.549765e-02,-3.279090e-02,-3.522352e-02,-3.770491e-02,-3.399901e-02,-3.325942e-02,-3.927417e-02,-4.359260e-02,-4.543068e-02,-4.423856e-02
286,1.026236e-01,5.479055e-03,2.688628e-02,2.761823e-02,2.366584e-02,1.829406e-02,8.616684e-03,-7.145738e-03,-1.749512e-02,-2.357233e-02,-3.598769e-02,-4.412488e-02,-4.755185e-02,-4.477004e-02,-4.383074e-02,-4.222754e-02,-4.784282e-02,-4.890460e-02,-4.460726e-02,-4.123127e-02,-3.156211e-02,-1.982876e-02,-5.023805e-03,4.932322e-03,7.785302e-03,2.133859e-03,2.662699e-03,4.935082e-03,8.108193e-03,1.086977e-02,9.098333e-03,8.269782e-03,8.950991e-03,8.972714e-03,1.754554e-03,2.873241e-03,4.017484e-03,6.800713e-03,1.288557e-02,2.334135e-02,3.034960e-02,3.694296e-02,5.330150e-02,6.375150e-02,7.336804e-02,7.796715e-02,7.738159e-02,7.012808e-02,6.516950e-02,6.399099e-02,6.303692e-02,5.602993e-02,4.513070e-02,3.857551e-02,2.578030e-02,1.576658e-02,1.093487e-02,6.713432e-03,1.119999e-03,1.390691e-03,2.743843e-03,9.988230e-03,1.049781e-02,6.712559e-03,5.265293e-03,1.206806e-02,1.248773e-02,8.523601e-03,2.928853e-03,2.456177e-03,5.729966e-03,6.586263e-03,1.288438e-03,-6.551586e-03,-1.118726e-02,-1.048805e-02,-1.063984e-03,1.624717e-02,3.065053e-02,3.815080e-02,4.371229e-02,4.242073e-02,3.931427e-02,3.008126e-02,2.071229e-02,1.193731e-02,9.618208e-03,1.370154e-02,1.096114e-02,4.783116e-03,-1.099650e-03,-1.377308e-02,-2.555530e-02,-3.286415e-02,-3.531102e-02,-3.780505e-02,-3.411003e-02,-3.337947e-02,-3.940140e-02,-4.372516e-02,-4.556677e-02,-4.437640e-02
287,1.028868e-01,5.463473e-03,2.692518e-02,2.765225e-02,2.369042e-02,1.830525e-02,8.611389e-03,-7.169605e-03,-1.753852e-02,-2.363510e-02,-3.606858e-02,-4.422172e-02,-4.766166e-02,-4.488928e-02,-4.395551e-02,-4.235379e-02,-4.796657e-02,-4.902217e-02,-4.471542e-02,-4.132742e-02,-3.164438e-02,-1.989609e-02,-5.075945e-03,4.894866e-03,7.761398e-03,2.121906e-03,2.660828e-03,4.941362e-03,8.120838e-03,1.088732e-02,9.119833e-03,8.294873e-03,8.980005e-03,9.006682e-03,1.795145e-03,2.922606e-03,4.077998e-03,6.874603e-03,1.297445e-02,2.344569e-02,3.046823e-02,3.707260e-02,5.343661e-02,6.388435e-02,7.348920e-02,7.806639e-02,7.744908e-02,7.015576e-02,6.515241e-02,6.392821e-02,6.293197e-02,5.589052e-02,4.496778e-02,3.840179e-02,2.560863e-02,1.560827e-02,1.079854e-02,6.604301e-03,1.039819e-03,1.338210e-03,2.715597e-03,9.979471e-03,1.050338e-02,6.727571e-03,5.285582e-03,1.209040e-02,1.250987e-02,8.544227e-03,2.947474e-03,2.473023e-03,5.745888e-03,6.602618e-03,1.306954e-03,-6.528989e-03,-1.115868e-02,-1.045187e-02,-1.019109e-03,1.630113e-02,3.071312e-02,3.822067e-02,4.378731e-02,4.249813e-02,3.939087e-02,3.015374e-02,2.077741e-02,1.199213e-02,9.660200e-03,1.372872e-02,1.097205e-02,4.776896e-03,-1.123327e-03,-1.381403e-02,-2.561287e-02,-3.293731e-02,-3.539841e-02,-3.790507e-02,-3.422093e-02,-3.349941e-02,-3.952851e-02,-4.385761e-02,-4.570274e-02,-4.451411e-02
288,1.031506e-01,5.447893e-03,2.696377e-02,2.768599e-02,2.371477e-02,1.831626e-02,8.605970e-03,-7.193526e-03,-1.758191e-02,-2.369779e-02,-3.614934e-02,-4.431837e-02,-4.777125e-02,-4.500827e-02,-4.408002e-02,-4.247978e-02,-4.809009e-02,-4.913953e-02,-4.482341e-02,-4.142344e-02,-3.172657e-02,-1.996339e-02,-5.128111e-03,4.857346e-03,7.737399e-03,2.109842e-03,2.658841e-03,4.947534e-03,8.133394e-03,1.090482e-02,9.141309e-03,8.319981e-03,9.009079e-03,9.040748e-03,1.835862e-03,2.972109e-03,4.138639e-03,6.948582e-03,1.306335e-02,2.354996e-02,3.058664e-02,3.720190e-02,5.357125e-02,6.401662e-02,7.360974e-02,7.816503e-02,7.751607e-02,7.018315e-02,6.513527e-02,6.386564e-02,6.282750e-02,5.575179e-02,4.480563e-02,3.822887e-02,2.543765e-02,1.545050e-02,1.066254e-02,6.495286e-03,9.595720e-04,1.285527e-03,2.687069e-03,9.970403e-03,1.050865e-02,6.742332e-03,5.305676e-03,1.211260e-02,1.253193e-02,8.564821e-03,2.966106e-03,2.489919e-03,5.761890e-03,6.619075e-03,1.325583e-03,-6.506281e-03,-1.113002e-02,-1.041564e-02,-9.742152e-04,1.635506e-02,3.077562e-02,3.829041e-02,4.386215e-02,4.257533e-02,3.946726e-02,3.022602e-02,2.084235e-02,1.204679e-02,9.702069e-03,1.375580e-02,1.098291e-02,4.770657e-03,-1.146990e-03,-1.385493e-02,-2.567038e-02,-3.301038e-02,-3.548569e-02,-3.800497e-02,-3.433170e-02,-3.361922e-02,-3.965550e-02,-4.398993e-02,-4.583858e-02,-4.465171e-02
289,1.034152e-01,5.432314e-03,2.700207e-02,2.771945e-02,2.373887e-02,1.832708e-02,8.600427e-03,-7.217503e-03,-1.762528e-02,-2.376040e-02,-3.622996e-02,-4.441483e-02,-4.788061e-02,-4.512702e-02,-4.420428e-02,-4.260553e-02,-4.821338e-02,-4.925669e-02,-4.493123e-02,-4.151934e-02,-3.180869e-02,-2.003067e-02,-5.180301e-03,4.819762e-03,7.713308e-03,2.097668e-03,2.656739e-03,4.953599e-03,8.145863e-03,1.092225e-02,9.162762e-03,8.345107e-03,9.038211e-03,9.074909e-03,1.876702e-03,3.021749e-03,4.199407e-03,7.022649e-03,1.315226e-02,2.365413e-02,3.070485e-02,3.733085e-02,5.370541e-02,6.414832e-02,7.372965e-02,7.826308e-02,7.758259e-02,7.021023e-02,6.511808e-02,6.380330e-02,6.272349e-02,5.561372e-02,4.464426e-02,3.805672e-02,2.526736e-02,1.529325e-02,1.052687e-02,6.386389e-03,8.792609e-04,1.232644e-03,2.658262e-03,9.961029e-03,1.051363e-02,6.756843e-03,5.325575e-03,1.213466e-02,1.255391e-02,8.585383e-03,2.984750e-03,2.506863e-03,5.777972e-03,6.635634e-03,1.344325e-03,-6.483461e-03,-1.110125e-02,-1.037934e-02,-9.293031e-04,1.640896e-02,3.083804e-02,3.836001e-02,4.393683e-02,4.265233e-02,3.954344e-02,3.029809e-02,2.090711e-02,1.210129e-02,9.743813e-03,1.378279e-02,1.099371e-02,4.764399e-03,-1.170639e-03,-1.389579e-02,-2.572782e-02,-3.308337e-02,-3.557287e-02,-3.810476e-02,-3.444236e-02,-3.373890e-02,-3.978236e-02,-4.412213e-02,-4.597431e-02,-4.478920e-02
290,1.036805e-01,5.416737e-03,2.704008e-02,2.775264e-02,2.376274e-02,1.833772e-02,8.594760e-03,-7.241535e-03,-1.766864e-02,-2.382292e-02,-3.631044e-02,-4.451110e-02,-4.798975e-02,-4.524553e-02,-4.432828e-02,-4.273103e-02,-4.833643e-02,-4.937365e-02,-4.503889e-02,-4.161512e-02,-3.189074e-02,-2.009794e-02,-5.232515e-03,4.782115e-03,7.689125e-03,2.085384e-03,2.654523e-03,4.959558e-03,8.158244e-03,1.093963e-02,9.184192e-03,8.370250e-03,9.067401e-03,9.109167e-03,1.917666e-03,3.071523e-03,4.260299e-03,7.096801e-03,1.324120e-02,2.375823e-02,3.082285e-02,3.745946e-02,5.383910e-02,6.427945e-02,7.384895e-02,7.836053e-02,7.764862e-02,7.023703e-02,6.510083e-02,6.374117e-02,6.261995e-02,5.547631e-02,4.448366e-02,3.788535e-02,2.509776e-02,1.513654e-02,1.039152e-02,6.277612e-03,7.988884e-04,1.179565e-03,2.629179e-03,9.951352e-03,1.051833e-02,6.771103e-03,5.345278e-03,1.215659e-02,1.257581e-02,8.605914e-03,3.003405e-03,2.523856e-03,5.794132e-03,6.652293e-03,1.363178e-03,-6.460533e-03,-1.107240e-02,-1.034298e-02,-8.843734e-04,1.646282e-02,3.090037e-02,3.842948e-02,4.401133e-02,4.272914e-02,3.961943e-02,3.036997e-02,2.097168e-02,1.215564e-02,9.785434e-03,1.380969e-02,1.100446e-02,4.758121e-03,-1.194276e-03,-1.393661e-02,-2.578519e-02,-3.315627e-02,-3.565995e-02,-3.820444e-02,-3.455289e-02,-3.385847e-02,-3.990910e-02,-4.425421e-02,-4.610992e-02,-4.492656e-02
291,1.039465e-01,5.401161e-03,2.707779e-02,2.778556e-02,2.378636e-02,1.834817e-02,8.588970e-03,-7.265623e-03,-1.771199e-02,-2.388537e-02,-3.639078e-02,-4.460719e-02,-4.809867e-02,-4.536379e-02,-4.445203e-02,-4.285627e-02,-4.845926e-02,-4.949040e-02,-4.514638e-02,-4.171078e-02,-3.197271e-02,-2.016517e-02,-5.284752e-03,4.744406e-03,7.664850e-03,2.072992e-03,2.652194e-03,4.965411e-03,8.170538e-03,1.095695e-02,9.205600e-03,8.395411e-03,9.096650e-03,9.143519e-03,1.958752e-03,3.121430e-03,4.321313e-03,7.171037e-03,1.333014e-02,2.386224e-02,3.094064e-02,3.758772e-02,5.397232e-02,6.441000e-02,7.396764e-02,7.845740e-02,7.771417e-02,7.026353e-02,6.508354e-02,6.367925e-02,6.251687e-02,5.533955e-02,4.432382e-02,3.771475e-02,2.492885e-02,1.498035e-02,1.025650e-02,6.168955e-03,7.184572e-04,1.126294e-03,2.599824e-03,9.941374e-03,1.052273e-02,6.785115e-03,5.364786e-03,1.217838e-02,1.259762e-02,8.626411e-03,3.022071e-03,2.540897e-03,5.810370e-03,6.669052e-03,1.382142e-03,-6.437495e-03,-1.104345e-02,-1.030657e-02,-8.394264e-04,1.651665e-02,3.096261e-02,3.849882e-02,4.408566e-02,4.280575e-02,3.969520e-02,3.044165e-02,2.103607e-02,1.220983e-02,9.826931e-03,1.383651e-02,1.101516e-02,4.751825e-03,-1.217900e-03,-1.397739e-02,-2.584249e-02,-3.322907e-02,-3.574693e-02,-3.830400e-02,-3.466330e-02,-3.397791e-02,-4.003572e-02,-4.438616e-02,-4.624541e-02,-4.506380e-02
292,1.042131e-01,5.385587e-03,2.711521e-02,2.781820e-02,2.380976e-02,1.835843e-02,8.583057e-03,-7.289765e-03,-1.775532e-02,-2.394774e-02,-3.647099e-02,-4.470310e-02,-4.820738e-02,-4.548181e-02,-4.457553e-02,-4.298127e-02,-4.858185e-02,-4.960694e-02,-4.525371e-02,-4.180631e-02,-3.205462e-02,-2.023239e-02,-5.337013e-03,4.706635e-03,7.640485e-03,2.060492e-03,2.649752e-03,4.971159e-03,8.182746e-03,1.097421e-02,9.226985e-03,8.420589e-03,9.125957e-03,9.177965e-03,1.999959e-03,3.171470e-03,4.382448e-03,7.245355e-03,1.341910e-02,2.396616e-02,3.105822e-02,3.771564e-02,5.410506e-02,6.454000e-02,7.408571e-02,7.855369e-02,7.777926e-02,7.028974e-02,6.506620e-02,6.361755e-02,6.241426e-02,5.520344e-02,4.416473e-02,3.754491e-02,2.476061e-02,1.482468e-02,1.012180e-02,6.060421e-03,6.379702e-04,1.072834e-03,2.570199e-03,9.931097e-03,1.052685e-02,6.798879e-03,5.384099e-03,1.220003e-02,1.261935e-02,8.646876e-03,3.040748e-03,2.557986e-03,5.826686e-03,6.685911e-03,1.401217e-03,-6.414350e-03,-1.101442e-02,-1.027009e-02,-7.944626e-04,1.657045e-02,3.102477e-02,3.856803e-02,4.415982e-02,4.288216e-02,3.977078e-02,3.051313e-02,2.110028e-02,1.226387e-02,9.868305e-03,1.386323e-02,1.102581e-02,4.745509e-03,-1.241511e-03,-1.401813e-02,-2.589973e-02,-3.330180e-02,-3.583380e-02,-3.840345e-02,-3.477359e-02,-3.409722e-02,-4.016221e-02,-4.451800e-02,-4.638077e-02,-4.520093e-02
293,1.044805e-01,5.370015e-03,2.715234e-02,2.785057e-02,2.383292e-02,1.836851e-02,8.577022e-03,-7.313963e-03,-1.779864e-02,-2.401003e-02,-3.655106e-02,-4.479882e-02,-4.831586e-02,-4.559958e-02,-4.469878e-02,-4.310603e-02,-4.870421e-02,-4.972329e-02,-4.536087e-02,-4.190173e-02,-3.213645e-02,-2.029958e-02,-5.389296e-03,4.668802e-03,7.616030e-03,2.047884e-03,2.647198e-03,4.976802e-03,8.194868e-03,1.099141e-02,9.248349e-03,8.445785e-03,9.155321e-03,9.212506e-03,2.041286e-03,3.221640e-03,4.443702e-03,7.319753e-03,1.350807e-02,2.406999e-02,3.117559e-02,3.784321e-02,5.423734e-02,6.466942e-02,7.420319e-02,7.864941e-02,7.784388e-02,7.031568e-02,6.504881e-02,6.355606e-02,6.231209e-02,5.506798e-02,4.400640e-02,3.737583e-02,2.459305e-02,1.466953e-02,9.987429e-03,5.952011e-03,5.574300e-04,1.019187e-03,2.540308e-03,9.920523e-03,1.053068e-02,6.812395e-03,5.403218e-03,1.222155e-02,1.264100e-02,8.667307e-03,3.059435e-03,2.575122e-03,5.843080e-03,6.702868e-03,1.420401e-03,-6.391098e-03,-1.098529e-02,-1.023355e-02,-7.494825e-04,1.662421e-02,3.108684e-02,3.863710e-02,4.423382e-02,4.295839e-02,3.984615e-02,3.058441e-02,2.116431e-02,1.231775e-02,9.909555e-03,1.388987e-02,1.103640e-02,4.739174e-03,-1.265109e-03,-1.405882e-02,-2.595690e-02,-3.337443e-02,-3.592056e-02,-3.850278e-02,-3.488376e-02,-3.421642e-02,-4.028858e-02,-4.464971e-02,-4.651602e-02,-4.533793e-02
294,1.047485e-01,5.354444e-03,2.718919e-02,2.788267e-02,2.385584e-02,1.837841e-02,8.570864e-03,-7.338216e-03,-1.784194e-02,-2.407225e-02,-3.663099e-02,-4.489436e-02,-4.842412e-02,-4.571712e-02,-4.482178e-02,-4.323053e-02,-4.882634e-02,-4.983944e-02,-4.546787e-02,-4.199703e-02,-3.221822e-02,-2.036675e-02,-5.441602e-03,4.630909e-03,7.591485e-03,2.035170e-03,2.644533e-03,4.982342e-03,8.206905e-03,1.100856e-02,9.269690e-03,8.470999e-03,9.184743e-03,9.247139e-03,2.082732e-03,3.271940e-03,4.505074e-03,7.394229e-03,1.359705e-02,2.417373e-02,3.129274e-02,3.797045e-02,5.436915e-02,6.479829e-02,7.432006e-02,7.874456e-02,7.790804e-02,7.034133e-02,6.503138e-02,6.349478e-02,6.221038e-02,5.493315e-02,4.384880e-02,3.720751e-02,2.442616e-02,1.451489e-02,9.853381e-03,5.843726e-03,4.768392e-04,9.653580e-04,2.510154e-03,9.909656e-03,1.053423e-02,6.825666e-03,5.422142e-03,1.224292e-02,1.266256e-02,8.687705e-03,3.078132e-03,2.592305e-03,5.859550e-03,6.719923e-03,1.439693e-03,-6.367740e-03,-1.095607e-02,-1.019696e-02,-7.044866e-04,1.667794e-02,3.114883e-02,3.870604e-02,4.430764e-02,4.303442e-02,3.992131e-02,3.065549e-02,2.122816e-02,1.237148e-02,9.950683e-03,1.391642e-02,1.104693e-02,4.732819e-03,-1.288695e-03,-1.409948e-02,-2.601400e-02,-3.344698e-02,-3.600723e-02,-3.860200e-02,-3.499381e-02,-3.433549e-02,-4.041483e-02,-4.478130e-02,-4.665115e-02,-4.547482e-02
295,1.050172e-01,5.338875e-03,2.722574e-02,2.791450e-02,2.387853e-02,1.838813e-02,8.564585e-03,-7.362524e-03,-1.788523e-02,-2.413438e-02,-3.671079e-02,-4.498972e-02,-4.853216e-02,-4.583441e-02,-4.494453e-02,-4.335479e-02,-4.894824e-02,-4.995538e-02,-4.557470e-02,-4.209221e-02,-3.229991e-02,-2.043390e-02,-5.493929e-03,4.592956e-03,7.566852e-03,2.022351e-03,2.641758e-03,4.987779e-03,8.218858e-03,1.102565e-02,9.291010e-03,8.496230e-03,9.214223e-03,9.281865e-03,2.124297e-03,3.322368e-03,4.566561e-03,7.468782e-03,1.368603e-02,2.427738e-02,3.140969e-02,3.809734e-02,5.450050e-02,6.492661e-02,7.443634e-02,7.883914e-02,7.797174e-02,7.036670e-02,6.501391e-02,6.343372e-02,6.210912e-02,5.479896e-02,4.369195e-02,3.703993e-02,2.425994e-02,1.436078e-02,9.719658e-03,5.735567e-03,3.962006e-04,9.113488e-04,2.479739e-03,9.898498e-03,1.053750e-02,6.838691e-03,5.440872e-03,1.226416e-02,1.268405e-02,8.708069e-03,3.096837e-03,2.609534e-03,5.876096e-03,6.737076e-03,1.459094e-03,-6.344276e-03,-1.092677e-02,-1.016030e-02,-6.594751e-04,1.673164e-02,3.121073e-02,3.877485e-02,4.438129e-02,4.311025e-02,3.999628e-02,3.072638e-02,2.129183e-02,1.242505e-02,9.991688e-03,1.394288e-02,1.105741e-02,4.726444e-03,-1.312269e-03,-1.414009e-02,-2.607104e-02,-3.351944e-02,-3.609379e-02,-3.870111e-02,-3.510374e-02,-3.445444e-02,-4.054096e-02,-4.491277e-02,-4.678616e-02,-4.561158e-02
296,1.052866e-01,5.323307e-03,2.726201e-02,2.794606e-02,2.390099e-02,1.839766e-02,8.558184e-03,-7.386887e-03,-1.792851e-02,-2.419644e-02,-3.679046e-02,-4.508489e-02,-4.863999e-02,-4.595147e-02,-4.506703e-02,-4.347881e-02,-4.906992e-02,-5.007112e-02,-4.568137e-02,-4.218727e-02,-3.238153e-02,-2.050103e-02,-5.546278e-03,4.554944e-03,7.542131e-03,2.009426e-03,2.638873e-03,4.993113e-03,8.230726e-03,1.104268e-02,9.312309e-03,8.521479e-03,9.243759e-03,9.316683e-03,2.165979e-03,3.372923e-03,4.628163e-03,7.543409e-03,1.377502e-02,2.438094e-02,3.152642e-02,3.822388e-02,5.463138e-02,6.505437e-02,7.455202e-02,7.893316e-02,7.803498e-02,7.039180e-02,6.499639e-02,6.337286e-02,6.200831e-02,5.466540e-02,4.353583e-02,3.687309e-02,2.409437e-02,1.420717e-02,9.586258e-03,5.627537e-03,3.155166e-04,8.571629e-04,2.449068e-03,9.887051e-03,1.054048e-02,6.851471e-03,5.459409e-03,1.228526e-02,1.270544e-02,8.728398e-03,3.115552e-03,2.626809e-03,5.892718e-03,6.754326e-03,1.478601e-03,-6.320708e-03,-1.089738e-02,-1.012359e-02,-6.144486e-04,1.678530e-02,3.127255e-02,3.884353e-02,4.445478e-02,4.318590e-02,4.007105e-02,3.079707e-02,2.135532e-02,1.247847e-02,1.003257e-02,1.396925e-02,1.106784e-02,4.720050e-03,-1.335831e-03,-1.418066e-02,-2.612801e-02,-3.359181e-02,-3.618025e-02,-3.880010e-02,-3.521356e-02,-3.457326e-02,-4.066696e-02,-4.504412e-02,-4.692104e-02,-4.574823e-02
297,1.055566e-01,5.307741e-03,2.729799e-02,2.797736e-02,2.392321e-02,1.840701e-02,8.551662e-03,-7.411304e-03,-1.797178e-02,-2.425843e-02,-3.686999e-02,-4.517988e-02,-4.874760e-02,-4.606828e-02,-4.518928e-02,-4.360258e-02,-4.919136e-02,-5.018666e-02,-4.578788e-02,-4.228221e-02,-3.246307e-02,-2.056813e-02,-5.598648e-03,4.516872e-03,7.517322e-03,1.996398e-03,2.635879e-03,4.998346e-03,8.242512e-03,1.105966e-02,9.333587e-03,8.546746e-03,9.273352e-03,9.351593e-03,2.207778e-03,3.423603e-03,4.689877e-03,7.618109e-03,1.386401e-02,2.448441e-02,3.164294e-02,3.835009e-02,5.476181e-02,6.518158e-02,7.466712e-02,7.902662e-02,7.809778e-02,7.041663e-02,6.497883e-02,6.331221e-02,6.190794e-02,5.453247e-02,4.338043e-02,3.670699e-02,2.392947e-02,1.405408e-02,9.453181e-03,5.519636e-03,2.347898e-04,8.028034e-04,2.418142e-03,9.875318e-03,1.054319e-02,6.864008e-03,5.477752e-03,1.230622e-02,1.272676e-02,8.748692e-03,3.134276e-03,2.644129e-03,5.909416e-03,6.771671e-03,1.498215e-03,-6.297037e-03,-1.086790e-02,-1.008683e-02,-5.694075e-04,1.683893e-02,3.133429e-02,3.891207e-02,4.452810e-02,4.326136e-02,4.014562e-02,3.086757e-02,2.141863e-02,1.253174e-02,1.007333e-02,1.399554e-02,1.107822e-02,4.713635e-03,-1.359381e-03,-1.422119e-02,-2.618492e-02,-3.366410e-02,-3.626661e-02,-3.889898e-02,-3.532325e-02,-3.469197e-02,-4.079284e-02,-4.517534e-02,-4.705581e-02,-4.588476e-02
298,1.058273e-01,5.292176e-03,2.733368e-02,2.800839e-02,2.394521e-02,1.841618e-02,8.545020e-03,-7.435777e-03,-1.801503e-02,-2.432033e-02,-3.694938e-02,-4.527470e-02,-4.885500e-02,-4.618486e-02,-4.531128e-02,-4.372611e-02,-4.931258e-02,-5.030201e-02,-4.589423e-02,-4.237703e-02,-3.254455e-02,-2.063520e-02,-5.651039e-03,4.478742e-03,7.492427e-03,1.983266e-03,2.632777e-03,5.003478e-03,8.254214e-03,1.107658e-02,9.354844e-03,8.572030e-03,9.303001e-03,9.386593e-03,2.249691e-03,3.474407e-03,4.751702e-03,7.692880e-03,1.395301e-02,2.458778e-02,3.175924e-02,3.847596e-02,5.489177e-02,6.530824e-02,7.478164e-02,7.911954e-02,7.816013e-02,7.044119e-02,6.496123e-02,6.325177e-02,6.180801e-02,5.440015e-02,4.322576e-02,3.654162e-02,2.376522e-02,1.390149e-02,9.320427e-03,5.411866e-03,1.540226e-04,7.482733e-04,2.386964e-03,9.863301e-03,1.054562e-02,6.876302e-03,5.495902e-03,1.232705e-02,1.274799e-02,8.768951e-03,3.153008e-03,2.661495e-03,5.926188e-03,6.789112e-03,1.517933e-03,-6.273263e-03,-1.083833e-02,-1.005001e-02,-5.243522e-04,1.689252e-02,3.139594e-02,3.898049e-02,4.460126e-02,4.333663e-02,4.021999e-02,3.093788e-02,2.148177e-02,1.258485e-02,1.011397e-02,1.402173e-02,1.108854e-02,4.707200e-03,-1.382919e-03,-1.426168e-02,-2.624176e-02,-3.373630e-02,-3.635287e-02,-3.899775e-02,-3.543282e-02,-3.481055e-02,-4.091860e-02,-4.530645e-02,-4.719046e-02,-4.602117e-02
