Time_Step,energy,avg_amp,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99
640,2.155519e-01,5.934201e-05,2.826958e-02,2.803857e-02,2.221693e-02,1.417897e-02,1.193028e-03,-1.833117e-02,-3.268416e-02,-4.278677e-02,-5.903392e-02,-7.061091e-02,-7.691484e-02,-7.631207e-02,-7.676024e-02,-7.570356e-02,-8.101973e-02,-8.097448e-02,-7.483770e-02,-6.899636e-02,-5.636490e-02,-4.131380e-02,-2.297914e-02,-9.416395e-03,-2.997098e-03,-5.214283e-03,-1.444409e-03,3.847475e-03,9.822264e-03,1.519957e-02,1.591123e-02,1.749870e-02,2.059541e-02,2.308694e-02,1.842278e-02,2.217190e-02,2.596688e-02,3.130992e-02,3.969616e-02,5.197777e-02,6.008483e-02,6.678877e-02,8.203104e-02,8.995897e-02,9.556535e-02,9.471117e-02,8.741905e-02,7.253978e-02,5.949245e-02,5.029793e-02,4.195763e-02,2.870754e-02,1.311663e-02,3.677497e-03,-1.011430e-02,-1.933316e-02,-2.182452e-02,-2.251245e-02,-2.378493e-02,-1.881231e-02,-1.273936e-02,-1.046512e-03,3.439939e-03,3.049875e-03,4.386745e-03,1.339827e-02,1.553378e-02,1.290401e-02,8.386482e-03,8.857626e-03,1.305360e-02,1.490089e-02,1.072439e-02,4.163091e-03,9.531626e-04,3.177409e-03,1.414442e-02,3.290863e-02,4.855119e-02,5.694869e-02,6.294571e-02,6.152791e-02,5.766179e-02,4.699804e-02,3.552522e-02,2.400561e-02,1.836359e-02,1.863274e-02,1.169181e-02,1.043143e-03,-9.459141e-03,-2.678032e-02,-4.312325e-02,-5.479979e-02,-6.132742e-02,-6.753529e-02,-6.712176e-02,-6.918911e-02,-7.748708e-02,-8.353795e-02,-8.653976e-02,-8.593198e-02
641,2.158893e-01,4.430224e-05,2.825056e-02,2.801817e-02,2.219384e-02,1.415203e-02,1.161283e-03,-1.836842e-02,-3.272735e-02,-4.283600e-02,-5.908899e-02,-7.067132e-02,-7.697984e-02,-7.638066e-02,-7.683125e-02,-7.577572e-02,-8.109169e-02,-8.104490e-02,-7.490528e-02,-6.905991e-02,-5.642336e-02,-4.136626e-02,-2.302487e-02,-9.454834e-03,-3.027848e-03,-5.237095e-03,-1.459161e-03,3.840794e-03,9.823580e-03,1.520873e-02,1.592802e-02,1.752284e-02,2.062652e-02,2.312455e-02,1.846629e-02,2.222055e-02,2.601974e-02,3.136585e-02,3.975383e-02,5.203563e-02,6.014119e-02,6.684182e-02,8.207893e-02,8.999991e-02,9.559771e-02,9.473354e-02,8.743038e-02,7.253945e-02,5.948030e-02,5.027430e-02,4.192338e-02,2.866395e-02,1.306538e-02,3.620515e-03,-1.017490e-02,-1.939523e-02,-2.188598e-02,-2.257141e-02,-2.383976e-02,-1.886170e-02,-1.278234e-02,-1.082462e-03,3.411313e-03,3.028591e-03,4.372599e-03,1.339090e-02,1.553273e-02,1.290877e-02,8.396553e-03,8.872534e-03,1.307292e-02,1.492424e-02,1.075141e-02,4.193437e-03,9.864796e-04,3.213289e-03,1.418238e-02,3.294810e-02,4.859147e-02,5.698898e-02,6.298510e-02,6.156539e-02,5.769629e-02,4.702844e-02,3.555042e-02,2.402452e-02,1.837523e-02,1.863624e-02,1.168644e-02,1.028364e-03,-9.483675e-03,-2.681474e-02,-4.316749e-02,-5.485354e-02,-6.139019e-02,-6.760640e-02,-6.720034e-02,-6.927415e-02,-7.757745e-02,-8.363240e-02,-8.663697e-02,-8.603058e-02
642,2.162267e-01,2.926398e-05,2.823145e-02,2.799769e-02,2.217068e-02,1.412504e-02,1.129500e-03,-1.840570e-02,-3.277055e-02,-4.288522e-02,-5.914403e-02,-7.073169e-02,-7.704477e-02,-7.644918e-02,-7.690219e-02,-7.584779e-02,-8.116357e-02,-8.111523e-02,-7.497278e-02,-6.912339e-02,-5.648175e-02,-4.141867e-02,-2.307056e-02,-9.493246e-03,-3.058580e-03,-5.259897e-03,-1.473912e-03,3.834110e-03,9.824887e-03,1.521788e-02,1.594480e-02,1.754695e-02,2.065760e-02,2.316212e-02,1.850975e-02,2.226914e-02,2.607253e-02,3.142170e-02,3.981139e-02,5.209338e-02,6.019743e-02,6.689475e-02,8.212671e-02,9.004076e-02,9.562998e-02,9.475585e-02,8.744167e-02,7.253910e-02,5.946817e-02,5.025073e-02,4.188921e-02,2.862047e-02,1.301424e-02,3.563664e-03,-1.023536e-02,-1.945716e-02,-2.194732e-02,-2.263027e-02,-2.389451e-02,-1.891103e-02,-1.282527e-02,-1.118391e-03,3.382690e-03,3.007297e-03,4.358434e-03,1.338350e-02,1.553165e-02,1.291350e-02,8.406594e-03,8.887415e-03,1.309221e-02,1.494756e-02,1.077840e-02,4.223759e-03,1.019769e-03,3.249136e-03,1.422030e-02,3.298752e-02,4.863170e-02,5.702922e-02,6.302443e-02,6.160280e-02,5.773072e-02,4.705877e-02,3.557554e-02,2.404337e-02,1.838682e-02,1.863969e-02,1.168104e-02,1.013566e-03,-9.508215e-03,-2.684916e-02,-4.321170e-02,-5.490726e-02,-6.145292e-02,-6.767744e-02,-6.727885e-02,-6.935911e-02,-7.766773e-02,-8.372676e-02,-8.673410e-02,-8.612910e-02
643,2.165641e-01,1.422721e-05,2.821227e-02,2.797713e-02,2.214746e-02,1.409799e-02,1.097677e-03,-1.844300e-02,-3.281374e-02,-4.293441e-02,-5.919903e-02,-7.079200e-02,-7.710964e-02,-7.651761e-02,-7.697304e-02,-7.591978e-02,-8.123535e-02,-8.118548e-02,-7.504020e-02,-6.918680e-02,-5.654009e-02,-4.147103e-02,-2.311622e-02,-9.531629e-03,-3.089294e-03,-5.282689e-03,-1.488660e-03,3.827421e-03,9.826186e-03,1.522702e-02,1.596155e-02,1.757104e-02,2.068864e-02,2.319965e-02,1.855316e-02,2.231768e-02,2.612525e-02,3.147746e-02,3.986886e-02,5.215102e-02,6.025356e-02,6.694756e-02,8.217438e-02,9.008150e-02,9.566216e-02,9.477808e-02,8.745293e-02,7.253875e-02,5.945606e-02,5.022721e-02,4.185512e-02,2.857709e-02,1.296322e-02,3.506945e-03,-1.029569e-02,-1.951897e-02,-2.200854e-02,-2.268902e-02,-2.394917e-02,-1.896029e-02,-1.286817e-02,-1.154299e-03,3.354072e-03,2.985993e-03,4.344248e-03,1.337608e-02,1.553053e-02,1.291820e-02,8.416606e-03,8.902269e-03,1.311148e-02,1.497085e-02,1.080537e-02,4.254057e-03,1.053030e-03,3.284951e-03,1.425818e-02,3.302689e-02,4.867188e-02,5.706939e-02,6.306369e-02,6.164015e-02,5.776508e-02,4.708903e-02,3.560060e-02,2.406216e-02,1.839836e-02,1.864310e-02,1.167561e-02,9.987490e-04,-9.532760e-03,-2.688357e-02,-4.325589e-02,-5.496094e-02,-6.151559e-02,-6.774843e-02,-6.735730e-02,-6.944400e-02,-7.775793e-02,-8.382103e-02,-8.683113e-02,-8.622752e-02
644,2.169015e-01,-8.080459e-07,2.819300e-02,2.795650e-02,2.212417e-02,1.407089e-02,1.065815e-03,-1.848033e-02,-3.285694e-02,-4.298359e-02,-5.925399e-02,-7.085227e-02,-7.717444e-02,-7.658598e-02,-7.704380e-02,-7.599168e-02,-8.130705e-02,-8.125564e-02,-7.510755e-02,-6.925014e-02,-5.659837e-02,-4.152335e-02,-2.316183e-02,-9.569985e-03,-3.119989e-03,-5.305472e-03,-1.503405e-03,3.820729e-03,9.827475e-03,1.523614e-02,1.597829e-02,1.759510e-02,2.071965e-02,2.323714e-02,1.859653e-02,2.236615e-02,2.617789e-02,3.153314e-02,3.992623e-02,5.220856e-02,6.030957e-02,6.700026e-02,8.222194e-02,9.012214e-02,9.569425e-02,9.480026e-02,8.746414e-02,7.253839e-02,5.944397e-02,5.020375e-02,4.182111e-02,2.853381e-02,1.291233e-02,3.450358e-03,-1.035589e-02,-1.958064e-02,-2.206964e-02,-2.274767e-02,-2.400375e-02,-1.900949e-02,-1.291102e-02,-1.190185e-03,3.325458e-03,2.964679e-03,4.330042e-03,1.336863e-02,1.552939e-02,1.292286e-02,8.426588e-03,8.917096e-03,1.313073e-02,1.499412e-02,1.083231e-02,4.284329e-03,1.086263e-03,3.320733e-03,1.429603e-02,3.306622e-02,4.871200e-02,5.710951e-02,6.310289e-02,6.167743e-02,5.779937e-02,4.711922e-02,3.562559e-02,2.408089e-02,1.840984e-02,1.864647e-02,1.167014e-02,9.839127e-04,-9.557312e-03,-2.691797e-02,-4.330006e-02,-5.501459e-02,-6.157823e-02,-6.781936e-02,-6.743567e-02,-6.952881e-02,-7.784804e-02,-8.391521e-02,-8.692806e-02,-8.632585e-02
645,2.172389e-01,-1.584180e-05,2.817366e-02,2.793579e-02,2.210081e-02,1.404374e-02,1.033914e-03,-1.851767e-02,-3.290013e-02,-4.303276e-02,-5.930893e-02,-7.091248e-02,-7.723918e-02,-7.665426e-02,-7.711449e-02,-7.606349e-02,-8.137866e-02,-8.132572e-02,-7.517482e-02,-6.931341e-02,-5.665658e-02,-4.157561e-02,-2.320741e-02,-9.608313e-03,-3.150667e-03,-5.328245e-03,-1.518149e-03,3.814034e-03,9.828755e-03,1.524525e-02,1.599501e-02,1.761914e-02,2.075064e-02,2.327459e-02,1.863984e-02,2.241456e-02,2.623046e-02,3.158873e-02,3.998350e-02,5.226599e-02,6.036547e-02,6.705285e-02,8.226939e-02,9.016268e-02,9.572626e-02,9.482237e-02,8.747532e-02,7.253802e-02,5.943190e-02,5.018033e-02,4.178718e-02,2.849064e-02,1.286156e-02,3.393901e-03,-1.041595e-02,-1.964219e-02,-2.213063e-02,-2.280622e-02,-2.405824e-02,-1.905862e-02,-1.295384e-02,-1.226049e-03,3.296849e-03,2.943356e-03,4.315817e-03,1.336115e-02,1.552822e-02,1.292750e-02,8.436541e-03,8.931895e-03,1.314994e-02,1.501737e-02,1.085924e-02,4.314577e-03,1.119469e-03,3.356483e-03,1.433384e-02,3.310551e-02,4.875207e-02,5.714956e-02,6.314202e-02,6.171464e-02,5.783359e-02,4.714935e-02,3.565052e-02,2.409956e-02,1.842126e-02,1.864979e-02,1.166465e-02,9.690573e-04,-9.581868e-03,-2.695236e-02,-4.334421e-02,-5.506820e-02,-6.164081e-02,-6.789024e-02,-6.751398e-02,-6.961355e-02,-7.793807e-02,-8.400930e-02,-8.702491e-02,-8.642408e-02
646,2.175762e-01,-3.087405e-05,2.815423e-02,2.791501e-02,2.207739e-02,1.401653e-02,1.001975e-03,-1.855503e-02,-3.294333e-02,-4.308190e-02,-5.936382e-02,-7.097264e-02,-7.730385e-02,-7.672247e-02,-7.718509e-02,-7.613521e-02,-8.145018e-02,-8.139572e-02,-7.524201e-02,-6.937661e-02,-5.671474e-02,-4.162782e-02,-2.325295e-02,-9.646613e-03,-3.181326e-03,-5.351009e-03,-1.532889e-03,3.807335e-03,9.830026e-03,1.525434e-02,1.601171e-02,1.764315e-02,2.078159e-02,2.331200e-02,1.868310e-02,2.246291e-02,2.628296e-02,3.164423e-02,4.004068e-02,5.232331e-02,6.042126e-02,6.710532e-02,8.231672e-02,9.020312e-02,9.575819e-02,9.484441e-02,8.748646e-02,7.253763e-02,5.941986e-02,5.015697e-02,4.175333e-02,2.844757e-02,1.281090e-02,3.337575e-03,-1.047588e-02,-1.970361e-02,-2.219149e-02,-2.286466e-02,-2.411265e-02,-1.910770e-02,-1.299661e-02,-1.261891e-03,3.268244e-03,2.922024e-03,4.301572e-03,1.335365e-02,1.552702e-02,1.293211e-02,8.446466e-03,8.946668e-03,1.316914e-02,1.504060e-02,1.088614e-02,4.344799e-03,1.152646e-03,3.392200e-03,1.437161e-02,3.314475e-02,4.879209e-02,5.718956e-02,6.318109e-02,6.175178e-02,5.786773e-02,4.717940e-02,3.567538e-02,2.411817e-02,1.843264e-02,1.865307e-02,1.165912e-02,9.541828e-04,-9.606431e-03,-2.698674e-02,-4.338834e-02,-5.512178e-02,-6.170335e-02,-6.796105e-02,-6.759221e-02,-6.969820e-02,-7.802802e-02,-8.410331e-02,-8.712166e-02,-8.652222e-02
647,2.179135e-01,-4.590480e-05,2.813473e-02,2.789415e-02,2.205390e-02,1.398927e-02,9.699974e-04,-1.859242e-02,-3.298654e-02,-4.313103e-02,-5.941868e-02,-7.103275e-02,-7.736845e-02,-7.679060e-02,-7.725560e-02,-7.620685e-02,-8.152162e-02,-8.146563e-02,-7.530912e-02,-6.943974e-02,-5.677284e-02,-4.167999e-02,-2.329845e-02,-9.684885e-03,-3.211967e-03,-5.373762e-03,-1.547627e-03,3.800632e-03,9.831288e-03,1.526342e-02,1.602839e-02,1.766714e-02,2.081251e-02,2.334937e-02,1.872631e-02,2.251119e-02,2.633538e-02,3.169965e-02,4.009776e-02,5.238052e-02,6.047694e-02,6.715768e-02,8.236395e-02,9.024345e-02,9.579003e-02,9.486639e-02,8.749756e-02,7.253725e-02,5.940783e-02,5.013366e-02,4.171955e-02,2.840460e-02,1.276037e-02,3.281378e-03,-1.053567e-02,-1.976490e-02,-2.225224e-02,-2.292301e-02,-2.416698e-02,-1.915671e-02,-1.303933e-02,-1.297711e-03,3.239645e-03,2.900683e-03,4.287308e-03,1.334613e-02,1.552579e-02,1.293669e-02,8.456361e-03,8.961413e-03,1.318830e-02,1.506380e-02,1.091301e-02,4.374997e-03,1.185795e-03,3.427884e-03,1.440934e-02,3.318394e-02,4.883206e-02,5.722950e-02,6.322010e-02,6.178886e-02,5.790181e-02,4.720939e-02,3.570017e-02,2.413671e-02,1.844396e-02,1.865631e-02,1.165356e-02,9.392892e-04,-9.630999e-03,-2.702112e-02,-4.343244e-02,-5.517532e-02,-6.176584e-02,-6.803180e-02,-6.767038e-02,-6.978279e-02,-7.811789e-02,-8.419723e-02,-8.721833e-02,-8.662027e-02
648,2.182508e-01,-6.093405e-05,2.811514e-02,2.787322e-02,2.203034e-02,1.396195e-02,9.379813e-04,-1.862982e-02,-3.302974e-02,-4.318015e-02,-5.947351e-02,-7.109280e-02,-7.743300e-02,-7.685866e-02,-7.732604e-02,-7.627840e-02,-8.159297e-02,-8.153546e-02,-7.537615e-02,-6.950280e-02,-5.683087e-02,-4.173211e-02,-2.334391e-02,-9.723129e-03,-3.242589e-03,-5.396505e-03,-1.562363e-03,3.793925e-03,9.832541e-03,1.527249e-02,1.604505e-02,1.769110e-02,2.084339e-02,2.338669e-02,1.876947e-02,2.255942e-02,2.638773e-02,3.175498e-02,4.015474e-02,5.243763e-02,6.053250e-02,6.720992e-02,8.241106e-02,9.028369e-02,9.582178e-02,9.488831e-02,8.750862e-02,7.253685e-02,5.939583e-02,5.011040e-02,4.168586e-02,2.836173e-02,1.270995e-02,3.225311e-03,-1.059534e-02,-1.982606e-02,-2.231287e-02,-2.298125e-02,-2.422122e-02,-1.920565e-02,-1.308202e-02,-1.333509e-03,3.211050e-03,2.879333e-03,4.273025e-03,1.333857e-02,1.552453e-02,1.294124e-02,8.466227e-03,8.976131e-03,1.320745e-02,1.508698e-02,1.093986e-02,4.405169e-03,1.218916e-03,3.463535e-03,1.444703e-02,3.322309e-02,4.887198e-02,5.726939e-02,6.325904e-02,6.182586e-02,5.793582e-02,4.723930e-02,3.572490e-02,2.415520e-02,1.845523e-02,1.865950e-02,1.164796e-02,9.243767e-04,-9.655572e-03,-2.705549e-02,-4.347652e-02,-5.522883e-02,-6.182828e-02,-6.810250e-02,-6.774848e-02,-6.986729e-02,-7.820767e-02,-8.429106e-02,-8.731490e-02,-8.671823e-02
649,2.185881e-01,-7.596179e-05,2.809548e-02,2.785222e-02,2.200672e-02,1.393458e-02,9.059269e-04,-1.866725e-02,-3.307295e-02,-4.322924e-02,-5.952830e-02,-7.115281e-02,-7.749747e-02,-7.692665e-02,-7.739639e-02,-7.634987e-02,-8.166423e-02,-8.160521e-02,-7.544311e-02,-6.956579e-02,-5.688885e-02,-4.178417e-02,-2.338933e-02,-9.761345e-03,-3.273193e-03,-5.419239e-03,-1.577095e-03,3.787215e-03,9.833786e-03,1.528154e-02,1.606169e-02,1.771504e-02,2.087425e-02,2.342398e-02,1.881258e-02,2.260759e-02,2.644000e-02,3.181023e-02,4.021163e-02,5.249464e-02,6.058795e-02,6.726205e-02,8.245807e-02,9.032382e-02,9.585345e-02,9.491017e-02,8.751965e-02,7.253644e-02,5.938386e-02,5.008720e-02,4.165225e-02,2.831897e-02,1.265966e-02,3.169372e-03,-1.065487e-02,-1.988709e-02,-2.237338e-02,-2.303939e-02,-2.427538e-02,-1.925454e-02,-1.312467e-02,-1.369284e-03,3.182461e-03,2.857975e-03,4.258723e-03,1.333099e-02,1.552324e-02,1.294575e-02,8.476064e-03,8.990822e-03,1.322656e-02,1.511013e-02,1.096669e-02,4.435315e-03,1.252008e-03,3.499153e-03,1.448468e-02,3.326219e-02,4.891184e-02,5.730921e-02,6.329792e-02,6.186280e-02,5.796976e-02,4.726915e-02,3.574957e-02,2.417363e-02,1.846645e-02,1.866265e-02,1.164234e-02,9.094453e-04,-9.680151e-03,-2.708985e-02,-4.352058e-02,-5.528230e-02,-6.189067e-02,-6.817314e-02,-6.782652e-02,-6.995172e-02,-7.829737e-02,-8.438480e-02,-8.741138e-02,-8.681609e-02
650,2.189254e-01,-9.098803e-05,2.807574e-02,2.783114e-02,2.198303e-02,1.390715e-02,8.738345e-04,-1.870470e-02,-3.311616e-02,-4.327832e-02,-5.958306e-02,-7.121277e-02,-7.756189e-02,-7.699455e-02,-7.746666e-02,-7.642125e-02,-8.173541e-02,-8.167487e-02,-7.550999e-02,-6.962871e-02,-5.694677e-02,-4.183619e-02,-2.343472e-02,-9.799533e-03,-3.303778e-03,-5.441962e-03,-1.591825e-03,3.780502e-03,9.835021e-03,1.529058e-02,1.607831e-02,1.773895e-02,2.090507e-02,2.346123e-02,1.885564e-02,2.265569e-02,2.649220e-02,3.186539e-02,4.026841e-02,5.255154e-02,6.064330e-02,6.731406e-02,8.250496e-02,9.036386e-02,9.588504e-02,9.493196e-02,8.753064e-02,7.253603e-02,5.937190e-02,5.006404e-02,4.161871e-02,2.827631e-02,1.260948e-02,3.113563e-03,-1.071427e-02,-1.994800e-02,-2.243378e-02,-2.309742e-02,-2.432946e-02,-1.930336e-02,-1.316727e-02,-1.405037e-03,3.153877e-03,2.836608e-03,4.244403e-03,1.332339e-02,1.552192e-02,1.295024e-02,8.485872e-03,9.005486e-03,1.324565e-02,1.513326e-02,1.099349e-02,4.465437e-03,1.285072e-03,3.534738e-03,1.452230e-02,3.330125e-02,4.895165e-02,5.734898e-02,6.333673e-02,6.189968e-02,5.800364e-02,4.729893e-02,3.577416e-02,2.419199e-02,1.847761e-02,1.866576e-02,1.163669e-02,8.944950e-04,-9.704736e-03,-2.712420e-02,-4.356462e-02,-5.533574e-02,-6.195302e-02,-6.824372e-02,-6.790448e-02,-7.003607e-02,-7.838699e-02,-8.447846e-02,-8.750777e-02,-8.691386e-02
651,2.192627e-01,-1.060128e-04,2.805592e-02,2.780998e-02,2.195928e-02,1.387968e-02,8.417040e-04,-1.874217e-02,-3.315937e-02,-4.332739e-02,-5.963779e-02,-7.127267e-02,-7.762624e-02,-7.706239e-02,-7.753684e-02,-7.649254e-02,-8.180650e-02,-8.174445e-02,-7.557679e-02,-6.969156e-02,-5.700463e-02,-4.188816e-02,-2.348007e-02,-9.837693e-03,-3.334345e-03,-5.464675e-03,-1.606552e-03,3.773785e-03,9.836247e-03,1.529960e-02,1.609491e-02,1.776284e-02,2.093586e-02,2.349844e-02,1.889865e-02,2.270373e-02,2.654433e-02,3.192047e-02,4.032510e-02,5.260833e-02,6.069852e-02,6.736597e-02,8.255175e-02,9.040379e-02,9.591654e-02,9.495369e-02,8.754159e-02,7.253560e-02,5.935996e-02,5.004094e-02,4.158526e-02,2.823374e-02,1.255942e-02,3.057881e-03,-1.077354e-02,-2.000878e-02,-2.249406e-02,-2.315536e-02,-2.438346e-02,-1.935212e-02,-1.320983e-02,-1.440767e-03,3.125299e-03,2.815233e-03,4.230064e-03,1.331576e-02,1.552057e-02,1.295470e-02,8.495651e-03,9.020123e-03,1.326472e-02,1.515637e-02,1.102027e-02,4.495533e-03,1.318107e-03,3.570290e-03,1.455987e-02,3.334026e-02,4.899141e-02,5.738868e-02,6.337549e-02,6.193648e-02,5.803744e-02,4.732864e-02,3.579869e-02,2.421030e-02,1.848872e-02,1.866883e-02,1.163100e-02,8.795259e-04,-9.729326e-03,-2.715854e-02,-4.360864e-02,-5.538915e-02,-6.201532e-02,-6.831425e-02,-6.798238e-02,-7.012035e-02,-7.847652e-02,-8.457203e-02,-8.760407e-02,-8.701154e-02
652,2.195999e-01,-1.210360e-04,2.803602e-02,2.778875e-02,2.193546e-02,1.385215e-02,8.095357e-04,-1.877966e-02,-3.320259e-02,-4.337643e-02,-5.969248e-02,-7.133253e-02,-7.769052e-02,-7.713015e-02,-7.760695e-02,-7.656375e-02,-8.187751e-02,-8.181394e-02,-7.564352e-02,-6.975435e-02,-5.706243e-02,-4.194008e-02,-2.352537e-02,-9.875824e-03,-3.364893e-03,-5.487378e-03,-1.621277e-03,3.767065e-03,9.837465e-03,1.530861e-02,1.611150e-02,1.778670e-02,2.096662e-02,2.353561e-02,1.894161e-02,2.275171e-02,2.659638e-02,3.197546e-02,4.038170e-02,5.266501e-02,6.075364e-02,6.741776e-02,8.259843e-02,9.044363e-02,9.594796e-02,9.497535e-02,8.755250e-02,7.253517e-02,5.934805e-02,5.001789e-02,4.155188e-02,2.819128e-02,1.250948e-02,3.002327e-03,-1.083268e-02,-2.006943e-02,-2.255422e-02,-2.321319e-02,-2.443737e-02,-1.940082e-02,-1.325235e-02,-1.476474e-03,3.096727e-03,2.793850e-03,4.215707e-03,1.330811e-02,1.551920e-02,1.295913e-02,8.505402e-03,9.034732e-03,1.328376e-02,1.517945e-02,1.104703e-02,4.525603e-03,1.351113e-03,3.605809e-03,1.459741e-02,3.337923e-02,4.903112e-02,5.742833e-02,6.341418e-02,6.197322e-02,5.807117e-02,4.735829e-02,3.582316e-02,2.422854e-02,1.849978e-02,1.867185e-02,1.162528e-02,8.645379e-04,-9.753921e-03,-2.719288e-02,-4.365263e-02,-5.544252e-02,-6.207758e-02,-6.838471e-02,-6.806021e-02,-7.020455e-02,-7.856597e-02,-8.466551e-02,-8.770028e-02,-8.710912e-02
653,2.199371e-01,-1.360577e-04,2.801604e-02,2.776745e-02,2.191158e-02,1.382456e-02,7.773296e-04,-1.881717e-02,-3.324580e-02,-4.342547e-02,-5.974713e-02,-7.139233e-02,-7.775474e-02,-7.719783e-02,-7.767697e-02,-7.663487e-02,-8.194843e-02,-8.188336e-02,-7.571017e-02,-6.981706e-02,-5.712017e-02,-4.199195e-02,-2.357064e-02,-9.913928e-03,-3.395422e-03,-5.510071e-03,-1.635998e-03,3.760342e-03,9.838674e-03,1.531761e-02,1.612806e-02,1.781054e-02,2.099735e-02,2.357273e-02,1.898451e-02,2.279963e-02,2.664837e-02,3.203036e-02,4.043820e-02,5.272160e-02,6.080865e-02,6.746944e-02,8.264500e-02,9.048337e-02,9.597929e-02,9.499696e-02,8.756338e-02,7.253473e-02,5.933616e-02,4.999489e-02,4.151858e-02,2.814892e-02,1.245965e-02,2.946900e-03,-1.089168e-02,-2.012996e-02,-2.261426e-02,-2.327092e-02,-2.449119e-02,-1.944945e-02,-1.329482e-02,-1.512159e-03,3.068162e-03,2.772460e-03,4.201332e-03,1.330043e-02,1.551779e-02,1.296353e-02,8.515124e-03,9.049315e-03,1.330278e-02,1.520250e-02,1.107376e-02,4.555647e-03,1.384091e-03,3.641295e-03,1.463490e-02,3.341815e-02,4.907078e-02,5.746792e-02,6.345280e-02,6.200989e-02,5.810484e-02,4.738786e-02,3.584756e-02,2.424673e-02,1.851079e-02,1.867483e-02,1.161953e-02,8.495313e-04,-9.778522e-03,-2.722720e-02,-4.369661e-02,-5.549585e-02,-6.213979e-02,-6.845512e-02,-6.813798e-02,-7.028868e-02,-7.865534e-02,-8.475890e-02,-8.779639e-02,-8.720662e-02
654,2.202743e-01,-1.510780e-04,2.799599e-02,2.774608e-02,2.188763e-02,1.379693e-02,7.450860e-04,-1.885470e-02,-3.328902e-02,-4.347448e-02,-5.980175e-02,-7.145209e-02,-7.781890e-02,-7.726544e-02,-7.774692e-02,-7.670591e-02,-8.201927e-02,-8.195269e-02,-7.577674e-02,-6.987971e-02,-5.717785e-02,-4.204377e-02,-2.361588e-02,-9.952003e-03,-3.425932e-03,-5.532753e-03,-1.650716e-03,3.753615e-03,9.839874e-03,1.532659e-02,1.614461e-02,1.783435e-02,2.102804e-02,2.360982e-02,1.902737e-02,2.284749e-02,2.670027e-02,3.208518e-02,4.049460e-02,5.277807e-02,6.086354e-02,6.752100e-02,8.269146e-02,9.052301e-02,9.601055e-02,9.501850e-02,8.757422e-02,7.253429e-02,5.932429e-02,4.997194e-02,4.148536e-02,2.810666e-02,1.240995e-02,2.891600e-03,-1.095056e-02,-2.019036e-02,-2.267419e-02,-2.332855e-02,-2.454494e-02,-1.949802e-02,-1.333726e-02,-1.547820e-03,3.039602e-03,2.751062e-03,4.186940e-03,1.329273e-02,1.551636e-02,1.296790e-02,8.524817e-03,9.063870e-03,1.332177e-02,1.522554e-02,1.110047e-02,4.585666e-03,1.417040e-03,3.676747e-03,1.467236e-02,3.345703e-02,4.911038e-02,5.750746e-02,6.349136e-02,6.204650e-02,5.813844e-02,4.741737e-02,3.587190e-02,2.426486e-02,1.852175e-02,1.867777e-02,1.161375e-02,8.345060e-04,-9.803129e-03,-2.726152e-02,-4.374056e-02,-5.554915e-02,-6.220195e-02,-6.852547e-02,-6.821567e-02,-7.037273e-02,-7.874463e-02,-8.485220e-02,-8.789242e-02,-8.730402e-02
