# Time_Step Node_0 Node_1 Node_2 Node_3 Node_4 Node_5 Node_6 Node_7 Node_8 Node_9 Node_10 Node_11 Node_12 Node_13 Node_14 Node_15 Node_16 Node_17 Node_18 Node_19 Node_20 Node_21 Node_22 Node_23 Node_24 Node_25 Node_26 Node_27 Node_28 Node_29 Node_30 Node_31 Node_32 Node_33 Node_34 Node_35 Node_36 Node_37 Node_38 Node_39 Node_40 Node_41 Node_42 Node_43 Node_44 Node_45 Node_46 Node_47 Node_48 Node_49 Node_50 Node_51 Node_52 Node_53 Node_54 Node_55 Node_56 Node_57 Node_58 Node_59 Node_60 Node_61 Node_62 Node_63 Node_64 Node_65 Node_66 Node_67 Node_68 Node_69 Node_70 Node_71 Node_72 Node_73 Node_74 Node_75 Node_76 Node_77 Node_78 Node_79 Node_80 Node_81 Node_82 Node_83 Node_84 Node_85 Node_86 Node_87 Node_88 Node_89 Node_90 Node_91 Node_92 Node_93 Node_94 Node_95 Node_96 Node_97 Node_98 Node_99
579 2.812921e-01 2.812921e-01 2.812921e-01 2.812921e-01 2.812921e-01 2.812921e-01 2.812921e-01 2.812922e-01 2.812922e-01 2.812924e-01 2.812926e-01 2.812930e-01 2.812936e-01 2.812947e-01 2.812965e-01 2.812993e-01 2.813039e-01 2.813110e-01 2.813220e-01 2.813388e-01 2.813641e-01 2.814015e-01 2.814562e-01 2.815347e-01 2.816459e-01 2.818010e-01 2.820139e-01 2.823019e-01 2.826850e-01 2.831869e-01 2.838336e-01 2.846533e-01 2.856752e-01 2.869274e-01 2.884353e-01 2.902189e-01 2.922901e-01 2.946499e-01 2.972858e-01 3.001696e-01 3.032560e-01 3.064828e-01 3.097712e-01 3.130287e-01 3.161527e-01 3.190360e-01 3.215722e-01 3.236624e-01 3.252217e-01 3.261848e-01 3.265105e-01 3.261848e-01 3.252217e-01 3.236624e-01 3.215722e-01 3.190360e-01 3.161527e-01 3.130287e-01 3.097712e-01 3.064828e-01 3.032560e-01 3.001696e-01 2.972858e-01 2.946499e-01 2.922901e-01 2.902189e-01 2.884353e-01 2.869274e-01 2.856752e-01 2.846533e-01 2.838336e-01 2.831869e-01 2.826850e-01 2.823019e-01 2.820139e-01 2.818010e-01 2.816459e-01 2.815347e-01 2.814562e-01 2.814015e-01 2.813641e-01 2.813388e-01 2.813220e-01 2.813110e-01 2.813039e-01 2.812993e-01 2.812965e-01 2.812947e-01 2.812936e-01 2.812930e-01 2.812926e-01 2.812924e-01 2.812922e-01 2.812922e-01 2.812921e-01 2.812921e-01 2.812921e-01 2.812921e-01 2.812921e-01 2.812921e-01
580 2.817639e-01 2.817639e-01 2.817640e-01 2.817640e-01 2.817640e-01 2.817640e-01 2.817640e-01 2.817640e-01 2.817641e-01 2.817642e-01 2.817645e-01 2.817649e-01 2.817655e-01 2.817666e-01 2.817684e-01 2.817713e-01 2.817759e-01 2.817831e-01 2.817942e-01 2.818112e-01 2.818367e-01 2.818744e-01 2.819294e-01 2.820085e-01 2.821204e-01 2.822763e-01 2.824902e-01 2.827793e-01 2.831639e-01 2.836673e-01 2.843156e-01 2.851370e-01 2.861604e-01 2.874140e-01 2.889230e-01 2.907071e-01 2.927782e-01 2.951370e-01 2.977709e-01 3.006517e-01 3.037341e-01 3.069559e-01 3.102384e-01 3.134894e-01 3.166067e-01 3.194833e-01 3.220133e-01 3.240982e-01 3.256534e-01 3.266139e-01 3.269388e-01 3.266139e-01 3.256534e-01 3.240982e-01 3.220133e-01 3.194833e-01 3.166067e-01 3.134894e-01 3.102384e-01 3.069559e-01 3.037341e-01 3.006517e-01 2.977709e-01 2.951370e-01 2.927782e-01 2.907071e-01 2.889230e-01 2.874140e-01 2.861604e-01 2.851370e-01 2.843156e-01 2.836673e-01 2.831639e-01 2.827793e-01 2.824902e-01 2.822763e-01 2.821204e-01 2.820085e-01 2.819294e-01 2.818744e-01 2.818367e-01 2.818112e-01 2.817942e-01 2.817831e-01 2.817759e-01 2.817713e-01 2.817684e-01 2.817666e-01 2.817655e-01 2.817649e-01 2.817645e-01 2.817642e-01 2.817641e-01 2.817640e-01 2.817640e-01 2.817640e-01 2.817640e-01 2.817640e-01 2.817640e-01 2.817639e-01
581 2.822358e-01 2.822358e-01 2.822358e-01 2.822358e-01 2.822358e-01 2.822358e-01 2.822358e-01 2.822359e-01 2.822359e-01 2.822361e-01 2.822363e-01 2.822367e-01 2.822374e-01 2.822385e-01 2.822403e-01 2.822432e-01 2.822479e-01 2.822551e-01 2.822664e-01 2.822835e-01 2.823092e-01 2.823473e-01 2.824027e-01 2.824823e-01 2.825948e-01 2.827515e-01 2.829665e-01 2.832568e-01 2.836427e-01 2.841476e-01 2.847975e-01 2.856206e-01 2.866456e-01 2.879006e-01 2.894106e-01 2.911953e-01 2.932662e-01 2.956240e-01 2.982560e-01 3.011337e-01 3.042121e-01 3.074288e-01 3.107055e-01 3.139500e-01 3.170606e-01 3.199306e-01 3.224544e-01 3.245340e-01 3.260852e-01 3.270431e-01 3.273671e-01 3.270431e-01 3.260852e-01 3.245340e-01 3.224544e-01 3.199306e-01 3.170606e-01 3.139500e-01 3.107055e-01 3.074288e-01 3.042121e-01 3.011337e-01 2.982560e-01 2.956240e-01 2.932662e-01 2.911953e-01 2.894106e-01 2.879006e-01 2.866456e-01 2.856206e-01 2.847975e-01 2.841476e-01 2.836427e-01 2.832568e-01 2.829665e-01 2.827515e-01 2.825948e-01 2.824823e-01 2.824027e-01 2.823473e-01 2.823092e-01 2.822835e-01 2.822664e-01 2.822551e-01 2.822479e-01 2.822432e-01 2.822403e-01 2.822385e-01 2.822374e-01 2.822367e-01 2.822363e-01 2.822361e-01 2.822359e-01 2.822359e-01 2.822358e-01 2.822358e-01 2.822358e-01 2.822358e-01 2.822358e-01 2.822358e-01
582 2.827075e-01 2.827075e-01 2.827076e-01 2.827076e-01 2.827076e-01 2.827076e-01 2.827076e-01 2.827076e-01 2.827077e-01 2.827079e-01 2.827081e-01 2.827085e-01 2.827092e-01 2.827103e-01 2.827121e-01 2.827151e-01 2.827198e-01 2.827272e-01 2.827385e-01 2.827558e-01 2.827817e-01 2.828201e-01 2.828759e-01 2.829560e-01 2.830692e-01 2.832267e-01 2.834427e-01 2.837342e-01 2.841215e-01 2.846279e-01 2.852794e-01 2.861042e-01 2.871308e-01 2.883871e-01 2.898981e-01 2.916833e-01 2.937541e-01 2.961109e-01 2.987409e-01 3.016157e-01 3.046900e-01 3.079017e-01 3.111725e-01 3.144106e-01 3.175144e-01 3.203778e-01 3.228955e-01 3.249698e-01 3.265170e-01 3.274724e-01 3.277955e-01 3.274724e-01 3.265170e-01 3.249698e-01 3.228955e-01 3.203778e-01 3.175144e-01 3.144106e-01 3.111725e-01 3.079017e-01 3.046900e-01 3.016157e-01 2.987409e-01 2.961109e-01 2.937541e-01 2.916833e-01 2.898981e-01 2.883871e-01 2.871308e-01 2.861042e-01 2.852794e-01 2.846279e-01 2.841215e-01 2.837342e-01 2.834427e-01 2.832267e-01 2.830692e-01 2.829560e-01 2.828759e-01 2.828201e-01 2.827817e-01 2.827558e-01 2.827385e-01 2.827272e-01 2.827198e-01 2.827151e-01 2.827121e-01 2.827103e-01 2.827092e-01 2.827085e-01 2.827081e-01 2.827079e-01 2.827077e-01 2.827076e-01 2.827076e-01 2.827076e-01 2.827076e-01 2.827076e-01 2.827076e-01 2.827075e-01
583 2.831793e-01 2.831793e-01 2.831793e-01 2.831793e-01 2.831793e-01 2.831793e-01 2.831793e-01 2.831794e-01 2.831795e-01 2.831796e-01 2.831798e-01 2.831802e-01 2.831809e-01 2.831821e-01 2.831839e-01 2.831869e-01 2.831917e-01 2.831991e-01 2.832106e-01 2.832281e-01 2.832542e-01 2.832928e-01 2.833491e-01 2.834297e-01 2.835435e-01 2.837019e-01 2.839189e-01 2.842116e-01 2.846002e-01 2.851081e-01 2.857613e-01 2.865877e-01 2.876158e-01 2.888736e-01 2.903856e-01 2.921713e-01 2.942418e-01 2.965977e-01 2.992257e-01 3.020975e-01 3.051678e-01 3.083744e-01 3.116394e-01 3.148711e-01 3.179683e-01 3.208250e-01 3.233366e-01 3.254057e-01 3.269488e-01 3.279017e-01 3.282239e-01 3.279017e-01 3.269488e-01 3.254057e-01 3.233366e-01 3.208250e-01 3.179683e-01 3.148711e-01 3.116394e-01 3.083744e-01 3.051678e-01 3.020975e-01 2.992257e-01 2.965977e-01 2.942418e-01 2.921713e-01 2.903856e-01 2.888736e-01 2.876158e-01 2.865877e-01 2.857613e-01 2.851081e-01 2.846002e-01 2.842116e-01 2.839189e-01 2.837019e-01 2.835435e-01 2.834297e-01 2.833491e-01 2.832928e-01 2.832542e-01 2.832281e-01 2.832106e-01 2.831991e-01 2.831917e-01 2.831869e-01 2.831839e-01 2.831821e-01 2.831809e-01 2.831802e-01 2.831798e-01 2.831796e-01 2.831795e-01 2.831794e-01 2.831793e-01 2.831793e-01 2.831793e-01 2.831793e-01 2.831793e-01 2.831793e-01
584 2.836510e-01 2.836510e-01 2.836510e-01 2.836510e-01 2.836510e-01 2.836510e-01 2.836510e-01 2.836511e-01 2.836511e-01 2.836513e-01 2.836515e-01 2.836519e-01 2.836526e-01 2.836538e-01 2.836557e-01 2.836587e-01 2.836635e-01 2.836710e-01 2.836826e-01 2.837003e-01 2.837266e-01 2.837656e-01 2.838222e-01 2.839033e-01 2.840179e-01 2.841771e-01 2.843951e-01 2.846889e-01 2.850789e-01 2.855883e-01 2.862431e-01 2.870711e-01 2.881008e-01 2.893599e-01 2.908730e-01 2.926592e-01 2.947295e-01 2.970843e-01 2.997104e-01 3.025792e-01 3.056454e-01 3.088471e-01 3.121062e-01 3.153315e-01 3.184220e-01 3.212722e-01 3.237777e-01 3.258416e-01 3.273807e-01 3.283311e-01 3.286524e-01 3.283311e-01 3.273807e-01 3.258416e-01 3.237777e-01 3.212722e-01 3.184220e-01 3.153315e-01 3.121062e-01 3.088471e-01 3.056454e-01 3.025792e-01 2.997104e-01 2.970843e-01 2.947295e-01 2.926592e-01 2.908730e-01 2.893599e-01 2.881008e-01 2.870711e-01 2.862431e-01 2.855883e-01 2.850789e-01 2.846889e-01 2.843951e-01 2.841771e-01 2.840179e-01 2.839033e-01 2.838222e-01 2.837656e-01 2.837266e-01 2.837003e-01 2.836826e-01 2.836710e-01 2.836635e-01 2.836587e-01 2.836557e-01 2.836538e-01 2.836526e-01 2.836519e-01 2.836515e-01 2.836513e-01 2.836511e-01 2.836511e-01 2.836510e-01 2.836510e-01 2.836510e-01 2.836510e-01 2.836510e-01 2.836510e-01
585 2.841226e-01 2.841226e-01 2.841226e-01 2.841226e-01 2.841226e-01 2.841226e-01 2.841226e-01 2.841227e-01 2.841228e-01 2.841229e-01 2.841232e-01 2.841236e-01 2.841243e-01 2.841255e-01 2.841274e-01 2.841305e-01 2.841353e-01 2.841429e-01 2.841546e-01 2.841724e-01 2.841990e-01 2.842383e-01 2.842953e-01 2.843769e-01 2.844921e-01 2.846522e-01 2.848712e-01 2.851662e-01 2.855576e-01 2.860685e-01 2.867249e-01 2.875545e-01 2.885858e-01 2.898462e-01 2.913603e-01 2.931469e-01 2.952171e-01 2.975709e-01 3.001950e-01 3.030608e-01 3.061230e-01 3.093197e-01 3.125730e-01 3.157919e-01 3.188758e-01 3.217194e-01 3.242188e-01 3.262775e-01 3.278126e-01 3.287605e-01 3.290810e-01 3.287605e-01 3.278126e-01 3.262775e-01 3.242188e-01 3.217194e-01 3.188758e-01 3.157919e-01 3.125730e-01 3.093197e-01 3.061230e-01 3.030608e-01 3.001950e-01 2.975709e-01 2.952171e-01 2.931469e-01 2.913603e-01 2.898462e-01 2.885858e-01 2.875545e-01 2.867249e-01 2.860685e-01 2.855576e-01 2.851662e-01 2.848712e-01 2.846522e-01 2.844921e-01 2.843769e-01 2.842953e-01 2.842383e-01 2.841990e-01 2.841724e-01 2.841546e-01 2.841429e-01 2.841353e-01 2.841305e-01 2.841274e-01 2.841255e-01 2.841243e-01 2.841236e-01 2.841232e-01 2.841229e-01 2.841228e-01 2.841227e-01 2.841226e-01 2.841226e-01 2.841226e-01 2.841226e-01 2.841226e-01 2.841226e-01
586 2.845942e-01 2.845942e-01 2.845942e-01 2.845942e-01 2.845942e-01 2.845942e-01 2.845942e-01 2.845943e-01 2.845944e-01 2.845945e-01 2.845948e-01 2.845952e-01 2.845959e-01 2.845971e-01 2.845990e-01 2.846022e-01 2.846071e-01 2.846148e-01 2.846266e-01 2.846445e-01 2.846714e-01 2.847109e-01 2.847683e-01 2.848505e-01 2.849664e-01 2.851272e-01 2.853472e-01 2.856435e-01 2.860362e-01 2.865486e-01 2.872066e-01 2.880379e-01 2.890707e-01 2.903325e-01 2.918475e-01 2.936346e-01 2.957046e-01 2.980574e-01 3.006795e-01 3.035422e-01 3.066004e-01 3.097921e-01 3.130397e-01 3.162522e-01 3.193295e-01 3.221666e-01 3.246600e-01 3.267135e-01 3.282446e-01 3.291900e-01 3.295096e-01 3.291900e-01 3.282446e-01 3.267135e-01 3.246600e-01 3.221666e-01 3.193295e-01 3.162522e-01 3.130397e-01 3.097921e-01 3.066004e-01 3.035422e-01 3.006795e-01 2.980574e-01 2.957046e-01 2.936346e-01 2.918475e-01 2.903325e-01 2.890707e-01 2.880379e-01 2.872066e-01 2.865486e-01 2.860362e-01 2.856435e-01 2.853472e-01 2.851272e-01 2.849664e-01 2.848505e-01 2.847683e-01 2.847109e-01 2.846714e-01 2.846445e-01 2.846266e-01 2.846148e-01 2.846071e-01 2.846022e-01 2.845990e-01 2.845971e-01 2.845959e-01 2.845952e-01 2.845948e-01 2.845945e-01 2.845944e-01 2.845943e-01 2.845942e-01 2.845942e-01 2.845942e-01 2.845942e-01 2.845942e-01 2.845942e-01
587 2.850657e-01 2.850657e-01 2.850657e-01 2.850657e-01 2.850657e-01 2.850658e-01 2.850658e-01 2.850658e-01 2.850659e-01 2.850661e-01 2.850663e-01 2.850668e-01 2.850675e-01 2.850687e-01 2.850707e-01 2.850738e-01 2.850788e-01 2.850865e-01 2.850985e-01 2.851166e-01 2.851436e-01 2.851835e-01 2.852413e-01 2.853241e-01 2.854406e-01 2.856023e-01 2.858233e-01 2.861207e-01 2.865148e-01 2.870287e-01 2.876883e-01 2.885211e-01 2.895555e-01 2.908186e-01 2.923346e-01 2.941223e-01 2.961920e-01 2.985437e-01 3.011638e-01 3.040236e-01 3.070778e-01 3.102645e-01 3.135063e-01 3.167125e-01 3.197831e-01 3.226137e-01 3.251011e-01 3.271495e-01 3.286766e-01 3.296195e-01 3.299383e-01 3.296195e-01 3.286766e-01 3.271495e-01 3.251011e-01 3.226137e-01 3.197831e-01 3.167125e-01 3.135063e-01 3.102645e-01 3.070778e-01 3.040236e-01 3.011638e-01 2.985437e-01 2.961920e-01 2.941223e-01 2.923346e-01 2.908186e-01 2.895555e-01 2.885211e-01 2.876883e-01 2.870287e-01 2.865148e-01 2.861207e-01 2.858233e-01 2.856023e-01 2.854406e-01 2.853241e-01 2.852413e-01 2.851835e-01 2.851436e-01 2.851166e-01 2.850985e-01 2.850865e-01 2.850788e-01 2.850738e-01 2.850707e-01 2.850687e-01 2.850675e-01 2.850668e-01 2.850663e-01 2.850661e-01 2.850659e-01 2.850658e-01 2.850658e-01 2.850658e-01 2.850657e-01 2.850657e-01 2.850657e-01 2.850657e-01
588 2.855372e-01 2.855372e-01 2.855372e-01 2.855372e-01 2.855372e-01 2.855372e-01 2.855373e-01 2.855373e-01 2.855374e-01 2.855376e-01 2.855378e-01 2.855383e-01 2.855390e-01 2.855402e-01 2.855422e-01 2.855454e-01 2.855504e-01 2.855583e-01 2.855703e-01 2.855886e-01 2.856159e-01 2.856561e-01 2.857143e-01 2.857976e-01 2.859147e-01 2.860773e-01 2.862993e-01 2.865979e-01 2.869933e-01 2.875087e-01 2.881699e-01 2.890044e-01 2.900403e-01 2.913047e-01 2.928217e-01 2.946098e-01 2.966793e-01 2.990300e-01 3.016481e-01 3.045049e-01 3.075550e-01 3.107368e-01 3.139728e-01 3.171727e-01 3.202367e-01 3.230609e-01 3.255423e-01 3.275855e-01 3.291087e-01 3.300491e-01 3.303671e-01 3.300491e-01 3.291087e-01 3.275855e-01 3.255423e-01 3.230609e-01 3.202367e-01 3.171727e-01 3.139728e-01 3.107368e-01 3.075550e-01 3.045049e-01 3.016481e-01 2.990300e-01 2.966793e-01 2.946098e-01 2.928217e-01 2.913047e-01 2.900403e-01 2.890044e-01 2.881699e-01 2.875087e-01 2.869933e-01 2.865979e-01 2.862993e-01 2.860773e-01 2.859147e-01 2.857976e-01 2.857143e-01 2.856561e-01 2.856159e-01 2.855886e-01 2.855703e-01 2.855583e-01 2.855504e-01 2.855454e-01 2.855422e-01 2.855402e-01 2.855390e-01 2.855383e-01 2.855378e-01 2.855376e-01 2.855374e-01 2.855373e-01 2.855373e-01 2.855372e-01 2.855372e-01 2.855372e-01 2.855372e-01 2.855372e-01
589 2.860087e-01 2.860087e-01 2.860087e-01 2.860087e-01 2.860087e-01 2.860087e-01 2.860087e-01 2.860088e-01 2.860089e-01 2.860090e-01 2.860093e-01 2.860097e-01 2.860105e-01 2.860117e-01 2.860137e-01 2.860170e-01 2.860220e-01 2.860300e-01 2.860422e-01 2.860606e-01 2.860881e-01 2.861286e-01 2.861872e-01 2.862710e-01 2.863889e-01 2.865522e-01 2.867752e-01 2.870750e-01 2.874718e-01 2.879887e-01 2.886515e-01 2.894876e-01 2.905250e-01 2.917907e-01 2.933087e-01 2.950972e-01 2.971665e-01 2.995161e-01 3.021323e-01 3.049860e-01 3.080322e-01 3.112090e-01 3.144392e-01 3.176328e-01 3.206903e-01 3.235080e-01 3.259834e-01 3.280215e-01 3.295408e-01 3.304787e-01 3.307959e-01 3.304787e-01 3.295408e-01 3.280215e-01 3.259834e-01 3.235080e-01 3.206903e-01 3.176328e-01 3.144392e-01 3.112090e-01 3.080322e-01 3.049860e-01 3.021323e-01 2.995161e-01 2.971665e-01 2.950972e-01 2.933087e-01 2.917907e-01 2.905250e-01 2.894876e-01 2.886515e-01 2.879887e-01 2.874718e-01 2.870750e-01 2.867752e-01 2.865522e-01 2.863889e-01 2.862710e-01 2.861872e-01 2.861286e-01 2.860881e-01 2.860606e-01 2.860422e-01 2.860300e-01 2.860220e-01 2.860170e-01 2.860137e-01 2.860117e-01 2.860105e-01 2.860097e-01 2.860093e-01 2.860090e-01 2.860089e-01 2.860088e-01 2.860087e-01 2.860087e-01 2.860087e-01 2.860087e-01 2.860087e-01 2.860087e-01
590 2.864801e-01 2.864801e-01 2.864801e-01 2.864801e-01 2.864801e-01 2.864801e-01 2.864801e-01 2.864802e-01 2.864803e-01 2.864804e-01 2.864807e-01 2.864812e-01 2.864819e-01 2.864832e-01 2.864852e-01 2.864885e-01 2.864936e-01 2.865016e-01 2.865139e-01 2.865325e-01 2.865603e-01 2.866011e-01 2.866601e-01 2.867444e-01 2.868630e-01 2.870272e-01 2.872512e-01 2.875521e-01 2.879503e-01 2.884687e-01 2.891330e-01 2.899707e-01 2.910096e-01 2.922767e-01 2.937956e-01 2.955845e-01 2.976536e-01 3.000022e-01 3.026163e-01 3.054671e-01 3.085092e-01 3.116810e-01 3.149056e-01 3.180929e-01 3.211439e-01 3.239551e-01 3.264246e-01 3.284576e-01 3.299730e-01 3.309085e-01 3.312247e-01 3.309085e-01 3.299730e-01 3.284576e-01 3.264246e-01 3.239551e-01 3.211439e-01 3.180929e-01 3.149056e-01 3.116810e-01 3.085092e-01 3.054671e-01 3.026163e-01 3.000022e-01 2.976536e-01 2.955845e-01 2.937956e-01 2.922767e-01 2.910096e-01 2.899707e-01 2.891330e-01 2.884687e-01 2.879503e-01 2.875521e-01 2.872512e-01 2.870272e-01 2.868630e-01 2.867444e-01 2.866601e-01 2.866011e-01 2.865603e-01 2.865325e-01 2.865139e-01 2.865016e-01 2.864936e-01 2.864885e-01 2.864852e-01 2.864832e-01 2.864819e-01 2.864812e-01 2.864807e-01 2.864804e-01 2.864803e-01 2.864802e-01 2.864801e-01 2.864801e-01 2.864801e-01 2.864801e-01 2.864801e-01 2.864801e-01
591 2.869514e-01 2.869514e-01 2.869514e-01 2.869514e-01 2.869514e-01 2.869514e-01 2.869515e-01 2.869515e-01 2.869516e-01 2.869518e-01 2.869521e-01 2.869525e-01 2.869533e-01 2.869546e-01 2.869566e-01 2.869599e-01 2.869651e-01 2.869732e-01 2.869857e-01 2.870044e-01 2.870324e-01 2.870735e-01 2.871330e-01 2.872178e-01 2.873370e-01 2.875021e-01 2.877271e-01 2.880292e-01 2.884287e-01 2.889486e-01 2.896145e-01 2.904538e-01 2.914942e-01 2.927626e-01 2.942824e-01 2.960718e-01 2.981406e-01 3.004881e-01 3.031002e-01 3.059480e-01 3.089861e-01 3.121530e-01 3.153718e-01 3.185529e-01 3.215974e-01 3.244022e-01 3.268658e-01 3.288937e-01 3.304052e-01 3.313382e-01 3.316537e-01 3.313382e-01 3.304052e-01 3.288937e-01 3.268658e-01 3.244022e-01 3.215974e-01 3.185529e-01 3.153718e-01 3.121530e-01 3.089861e-01 3.059480e-01 3.031002e-01 3.004881e-01 2.981406e-01 2.960718e-01 2.942824e-01 2.927626e-01 2.914942e-01 2.904538e-01 2.896145e-01 2.889486e-01 2.884287e-01 2.880292e-01 2.877271e-01 2.875021e-01 2.873370e-01 2.872178e-01 2.871330e-01 2.870735e-01 2.870324e-01 2.870044e-01 2.869857e-01 2.869732e-01 2.869651e-01 2.869599e-01 2.869566e-01 2.869546e-01 2.869533e-01 2.869525e-01 2.869521e-01 2.869518e-01 2.869516e-01 2.869515e-01 2.869515e-01 2.869514e-01 2.869514e-01 2.869514e-01 2.869514e-01 2.869514e-01
592 2.874227e-01 2.874227e-01 2.874227e-01 2.874227e-01 2.874227e-01 2.874228e-01 2.874228e-01 2.874228e-01 2.874229e-01 2.874231e-01 2.874234e-01 2.874238e-01 2.874246e-01 2.874259e-01 2.874280e-01 2.874314e-01 2.874366e-01 2.874448e-01 2.874573e-01 2.874763e-01 2.875045e-01 2.875459e-01 2.876058e-01 2.876911e-01 2.878110e-01 2.879769e-01 2.882029e-01 2.885063e-01 2.889071e-01 2.894284e-01 2.900959e-01 2.909368e-01 2.919788e-01 2.932484e-01 2.947692e-01 2.965589e-01 2.986275e-01 3.009739e-01 3.035841e-01 3.064288e-01 3.094630e-01 3.126249e-01 3.158380e-01 3.190128e-01 3.220508e-01 3.248493e-01 3.273069e-01 3.293298e-01 3.308375e-01 3.317680e-01 3.320826e-01 3.317680e-01 3.308375e-01 3.293298e-01 3.273069e-01 3.248493e-01 3.220508e-01 3.190128e-01 3.158380e-01 3.126249e-01 3.094630e-01 3.064288e-01 3.035841e-01 3.009739e-01 2.986275e-01 2.965589e-01 2.947692e-01 2.932484e-01 2.919788e-01 2.909368e-01 2.900959e-01 2.894284e-01 2.889071e-01 2.885063e-01 2.882029e-01 2.879769e-01 2.878110e-01 2.876911e-01 2.876058e-01 2.875459e-01 2.875045e-01 2.874763e-01 2.874573e-01 2.874448e-01 2.874366e-01 2.874314e-01 2.874280e-01 2.874259e-01 2.874246e-01 2.874238e-01 2.874234e-01 2.874231e-01 2.874229e-01 2.874228e-01 2.874228e-01 2.874228e-01 2.874227e-01 2.874227e-01 2.874227e-01 2.874227e-01
593 2.878940e-01 2.878940e-01 2.878940e-01 2.878940e-01 2.878940e-01 2.878940e-01 2.878940e-01 2.878941e-01 2.878942e-01 2.878944e-01 2.878946e-01 2.878951e-01 2.878959e-01 2.878972e-01 2.878993e-01 2.879027e-01 2.879080e-01 2.879163e-01 2.879290e-01 2.879481e-01 2.879765e-01 2.880182e-01 2.880786e-01 2.881645e-01 2.882850e-01 2.884517e-01 2.886787e-01 2.889833e-01 2.893854e-01 2.899083e-01 2.905773e-01 2.914198e-01 2.924632e-01 2.937341e-01 2.952558e-01 2.970460e-01 2.991143e-01 3.014597e-01 3.040678e-01 3.069096e-01 3.099397e-01 3.130967e-01 3.163042e-01 3.194727e-01 3.225043e-01 3.252964e-01 3.277481e-01 3.297660e-01 3.312697e-01 3.321979e-01 3.325117e-01 3.321979e-01 3.312697e-01 3.297660e-01 3.277481e-01 3.252964e-01 3.225043e-01 3.194727e-01 3.163042e-01 3.130967e-01 3.099397e-01 3.069096e-01 3.040678e-01 3.014597e-01 2.991143e-01 2.970460e-01 2.952558e-01 2.937341e-01 2.924632e-01 2.914198e-01 2.905773e-01 2.899083e-01 2.893854e-01 2.889833e-01 2.886787e-01 2.884517e-01 2.882850e-01 2.881645e-01 2.880786e-01 2.880182e-01 2.879765e-01 2.879481e-01 2.879290e-01 2.879163e-01 2.879080e-01 2.879027e-01 2.878993e-01 2.878972e-01 2.878959e-01 2.878951e-01 2.878946e-01 2.878944e-01 2.878942e-01 2.878941e-01 2.878940e-01 2.878940e-01 2.878940e-01 2.878940e-01 2.878940e-01 2.878940e-01
594 2.883652e-01 2.883652e-01 2.883652e-01 2.883652e-01 2.883652e-01 2.883652e-01 2.883653e-01 2.883653e-01 2.883654e-01 2.883656e-01 2.883659e-01 2.883664e-01 2.883672e-01 2.883685e-01 2.883706e-01 2.883741e-01 2.883794e-01 2.883878e-01 2.884006e-01 2.884199e-01 2.884485e-01 2.884906e-01 2.885513e-01 2.886377e-01 2.887590e-01 2.889265e-01 2.891545e-01 2.894602e-01 2.898637e-01 2.903881e-01 2.910587e-01 2.919027e-01 2.929476e-01 2.942198e-01 2.957424e-01 2.975330e-01 2.996010e-01 3.019453e-01 3.045514e-01 3.073902e-01 3.104163e-01 3.135685e-01 3.167702e-01 3.199326e-01 3.229576e-01 3.257434e-01 3.281893e-01 3.302021e-01 3.317021e-01 3.326278e-01 3.329408e-01 3.326278e-01 3.317021e-01 3.302021e-01 3.281893e-01 3.257434e-01 3.229576e-01 3.199326e-01 3.167702e-01 3.135685e-01 3.104163e-01 3.073902e-01 3.045514e-01 3.019453e-01 2.996010e-01 2.975330e-01 2.957424e-01 2.942198e-01 2.929476e-01 2.919027e-01 2.910587e-01 2.903881e-01 2.898637e-01 2.894602e-01 2.891545e-01 2.889265e-01 2.887590e-01 2.886377e-01 2.885513e-01 2.884906e-01 2.884485e-01 2.884199e-01 2.884006e-01 2.883878e-01 2.883794e-01 2.883741e-01 2.883706e-01 2.883685e-01 2.883672e-01 2.883664e-01 2.883659e-01 2.883656e-01 2.883654e-01 2.883653e-01 2.883653e-01 2.883652e-01 2.883652e-01 2.883652e-01 2.883652e-01 2.883652e-01
