# Time_Step Node_0 Node_1 Node_2 Node_3 Node_4 Node_5 Node_6 Node_7 Node_8 Node_9 Node_10 Node_11 Node_12 Node_13 Node_14 Node_15 Node_16 Node_17 Node_18 Node_19 Node_20 Node_21 Node_22 Node_23 Node_24 Node_25 Node_26 Node_27 Node_28 Node_29 Node_30 Node_31 Node_32 Node_33 Node_34 Node_35 Node_36 Node_37 Node_38 Node_39 Node_40 Node_41 Node_42 Node_43 Node_44 Node_45 Node_46 Node_47 Node_48 Node_49 Node_50 Node_51 Node_52 Node_53 Node_54 Node_55 Node_56 Node_57 Node_58 Node_59 Node_60 Node_61 Node_62 Node_63 Node_64 Node_65 Node_66 Node_67 Node_68 Node_69 Node_70 Node_71 Node_72 Node_73 Node_74 Node_75 Node_76 Node_77 Node_78 Node_79 Node_80 Node_81 Node_82 Node_83 Node_84 Node_85 Node_86 Node_87 Node_88 Node_89 Node_90 Node_91 Node_92 Node_93 Node_94 Node_95 Node_96 Node_97 Node_98 Node_99
221 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092934e-01 1.092935e-01 1.092937e-01 1.092942e-01 1.092953e-01 1.092979e-01 1.093035e-01 1.093152e-01 1.093391e-01 1.093861e-01 1.094751e-01 1.096377e-01 1.099240e-01 1.104095e-01 1.112015e-01 1.124432e-01 1.143122e-01 1.170090e-01 1.207343e-01 1.256511e-01 1.318372e-01 1.392332e-01 1.476004e-01 1.565014e-01 1.653175e-01 1.733089e-01 1.797125e-01 1.838610e-01 1.852979e-01 1.838610e-01 1.797125e-01 1.733089e-01 1.653175e-01 1.565014e-01 1.476004e-01 1.392332e-01 1.318372e-01 1.256511e-01 1.207343e-01 1.170090e-01 1.143122e-01 1.124432e-01 1.112015e-01 1.104095e-01 1.099240e-01 1.096377e-01 1.094751e-01 1.093861e-01 1.093391e-01 1.093152e-01 1.093035e-01 1.092979e-01 1.092953e-01 1.092942e-01 1.092937e-01 1.092935e-01 1.092934e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01 1.092933e-01
222 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097825e-01 1.097825e-01 1.097828e-01 1.097833e-01 1.097845e-01 1.097871e-01 1.097929e-01 1.098050e-01 1.098296e-01 1.098777e-01 1.099685e-01 1.101341e-01 1.104249e-01 1.109168e-01 1.117174e-01 1.129696e-01 1.148504e-01 1.175590e-01 1.212937e-01 1.262147e-01 1.323966e-01 1.397776e-01 1.481177e-01 1.569806e-01 1.657515e-01 1.736963e-01 1.800592e-01 1.841799e-01 1.856070e-01 1.841799e-01 1.800592e-01 1.736963e-01 1.657515e-01 1.569806e-01 1.481177e-01 1.397776e-01 1.323966e-01 1.262147e-01 1.212937e-01 1.175590e-01 1.148504e-01 1.129696e-01 1.117174e-01 1.109168e-01 1.104249e-01 1.101341e-01 1.099685e-01 1.098777e-01 1.098296e-01 1.098050e-01 1.097929e-01 1.097871e-01 1.097845e-01 1.097833e-01 1.097828e-01 1.097825e-01 1.097825e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01 1.097824e-01
223 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102715e-01 1.102716e-01 1.102718e-01 1.102723e-01 1.102736e-01 1.102763e-01 1.102823e-01 1.102948e-01 1.103200e-01 1.103693e-01 1.104620e-01 1.106306e-01 1.109260e-01 1.114243e-01 1.122333e-01 1.134960e-01 1.153886e-01 1.181088e-01 1.218527e-01 1.267777e-01 1.329553e-01 1.403211e-01 1.486343e-01 1.574594e-01 1.661853e-01 1.740840e-01 1.804067e-01 1.844999e-01 1.859172e-01 1.844999e-01 1.804067e-01 1.740840e-01 1.661853e-01 1.574594e-01 1.486343e-01 1.403211e-01 1.329553e-01 1.267777e-01 1.218527e-01 1.181088e-01 1.153886e-01 1.134960e-01 1.122333e-01 1.114243e-01 1.109260e-01 1.106306e-01 1.104620e-01 1.103693e-01 1.103200e-01 1.102948e-01 1.102823e-01 1.102763e-01 1.102736e-01 1.102723e-01 1.102718e-01 1.102716e-01 1.102715e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01 1.102714e-01
224 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107605e-01 1.107605e-01 1.107608e-01 1.107613e-01 1.107626e-01 1.107655e-01 1.107717e-01 1.107845e-01 1.108104e-01 1.108608e-01 1.109555e-01 1.111272e-01 1.114270e-01 1.119318e-01 1.127493e-01 1.140225e-01 1.159267e-01 1.186584e-01 1.224114e-01 1.273402e-01 1.335133e-01 1.408640e-01 1.491501e-01 1.579377e-01 1.666191e-01 1.744721e-01 1.807549e-01 1.848209e-01 1.862285e-01 1.848209e-01 1.807549e-01 1.744721e-01 1.666191e-01 1.579377e-01 1.491501e-01 1.408640e-01 1.335133e-01 1.273402e-01 1.224114e-01 1.186584e-01 1.159267e-01 1.140225e-01 1.127493e-01 1.119318e-01 1.114270e-01 1.111272e-01 1.109555e-01 1.108608e-01 1.108104e-01 1.107845e-01 1.107717e-01 1.107655e-01 1.107626e-01 1.107613e-01 1.107608e-01 1.107605e-01 1.107605e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01 1.107604e-01
225 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112494e-01 1.112495e-01 1.112497e-01 1.112503e-01 1.112517e-01 1.112546e-01 1.112610e-01 1.112742e-01 1.113008e-01 1.113524e-01 1.114491e-01 1.116237e-01 1.119282e-01 1.124393e-01 1.132654e-01 1.145489e-01 1.164648e-01 1.192078e-01 1.229697e-01 1.279021e-01 1.340706e-01 1.414060e-01 1.496653e-01 1.584156e-01 1.670527e-01 1.748604e-01 1.811038e-01 1.851429e-01 1.865410e-01 1.851429e-01 1.811038e-01 1.748604e-01 1.670527e-01 1.584156e-01 1.496653e-01 1.414060e-01 1.340706e-01 1.279021e-01 1.229697e-01 1.192078e-01 1.164648e-01 1.145489e-01 1.132654e-01 1.124393e-01 1.119282e-01 1.116237e-01 1.114491e-01 1.113524e-01 1.113008e-01 1.112742e-01 1.112610e-01 1.112546e-01 1.112517e-01 1.112503e-01 1.112497e-01 1.112495e-01 1.112494e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01 1.112493e-01
226 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117383e-01 1.117384e-01 1.117386e-01 1.117392e-01 1.117406e-01 1.117437e-01 1.117503e-01 1.117639e-01 1.117912e-01 1.118440e-01 1.119426e-01 1.121204e-01 1.124294e-01 1.129470e-01 1.137815e-01 1.150754e-01 1.170028e-01 1.197570e-01 1.235277e-01 1.284635e-01 1.346272e-01 1.419473e-01 1.501798e-01 1.588929e-01 1.674862e-01 1.752491e-01 1.814534e-01 1.854659e-01 1.868545e-01 1.854659e-01 1.814534e-01 1.752491e-01 1.674862e-01 1.588929e-01 1.501798e-01 1.419473e-01 1.346272e-01 1.284635e-01 1.235277e-01 1.197570e-01 1.170028e-01 1.150754e-01 1.137815e-01 1.129470e-01 1.124294e-01 1.121204e-01 1.119426e-01 1.118440e-01 1.117912e-01 1.117639e-01 1.117503e-01 1.117437e-01 1.117406e-01 1.117392e-01 1.117386e-01 1.117384e-01 1.117383e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01 1.117382e-01
227 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122271e-01 1.122272e-01 1.122275e-01 1.122281e-01 1.122295e-01 1.122327e-01 1.122395e-01 1.122536e-01 1.122815e-01 1.123355e-01 1.124362e-01 1.126170e-01 1.129307e-01 1.134547e-01 1.142977e-01 1.156019e-01 1.175407e-01 1.203061e-01 1.240852e-01 1.290243e-01 1.351831e-01 1.424878e-01 1.506936e-01 1.593698e-01 1.679197e-01 1.756380e-01 1.818038e-01 1.857899e-01 1.871692e-01 1.857899e-01 1.818038e-01 1.756380e-01 1.679197e-01 1.593698e-01 1.506936e-01 1.424878e-01 1.351831e-01 1.290243e-01 1.240852e-01 1.203061e-01 1.175407e-01 1.156019e-01 1.142977e-01 1.134547e-01 1.129307e-01 1.126170e-01 1.124362e-01 1.123355e-01 1.122815e-01 1.122536e-01 1.122395e-01 1.122327e-01 1.122295e-01 1.122281e-01 1.122275e-01 1.122272e-01 1.122271e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01 1.122270e-01
228 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127159e-01 1.127160e-01 1.127163e-01 1.127169e-01 1.127184e-01 1.127217e-01 1.127287e-01 1.127432e-01 1.127719e-01 1.128271e-01 1.129297e-01 1.131137e-01 1.134320e-01 1.139625e-01 1.148139e-01 1.161284e-01 1.180785e-01 1.208548e-01 1.246424e-01 1.295846e-01 1.357384e-01 1.430277e-01 1.512068e-01 1.598463e-01 1.683530e-01 1.760273e-01 1.821548e-01 1.861149e-01 1.874850e-01 1.861149e-01 1.821548e-01 1.760273e-01 1.683530e-01 1.598463e-01 1.512068e-01 1.430277e-01 1.357384e-01 1.295846e-01 1.246424e-01 1.208548e-01 1.180785e-01 1.161284e-01 1.148139e-01 1.139625e-01 1.134320e-01 1.131137e-01 1.129297e-01 1.128271e-01 1.127719e-01 1.127432e-01 1.127287e-01 1.127217e-01 1.127184e-01 1.127169e-01 1.127163e-01 1.127160e-01 1.127159e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01 1.127158e-01
229 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132046e-01 1.132046e-01 1.132047e-01 1.132050e-01 1.132057e-01 1.132073e-01 1.132107e-01 1.132179e-01 1.132327e-01 1.132622e-01 1.133187e-01 1.134233e-01 1.136105e-01 1.139334e-01 1.144704e-01 1.153302e-01 1.166549e-01 1.186163e-01 1.214034e-01 1.251992e-01 1.301444e-01 1.362929e-01 1.435667e-01 1.517193e-01 1.603224e-01 1.687862e-01 1.764169e-01 1.825066e-01 1.864409e-01 1.878018e-01 1.864409e-01 1.825066e-01 1.764169e-01 1.687862e-01 1.603224e-01 1.517193e-01 1.435667e-01 1.362929e-01 1.301444e-01 1.251992e-01 1.214034e-01 1.186163e-01 1.166549e-01 1.153302e-01 1.144704e-01 1.139334e-01 1.136105e-01 1.134233e-01 1.133187e-01 1.132622e-01 1.132327e-01 1.132179e-01 1.132107e-01 1.132073e-01 1.132057e-01 1.132050e-01 1.132047e-01 1.132046e-01 1.132046e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01 1.132045e-01
230 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136933e-01 1.136934e-01 1.136937e-01 1.136944e-01 1.136961e-01 1.136996e-01 1.137070e-01 1.137223e-01 1.137525e-01 1.138102e-01 1.139169e-01 1.141073e-01 1.144348e-01 1.149783e-01 1.158466e-01 1.171815e-01 1.191540e-01 1.219518e-01 1.257557e-01 1.307035e-01 1.368468e-01 1.441051e-01 1.522311e-01 1.607980e-01 1.692193e-01 1.768068e-01 1.828590e-01 1.867679e-01 1.881197e-01 1.867679e-01 1.828590e-01 1.768068e-01 1.692193e-01 1.607980e-01 1.522311e-01 1.441051e-01 1.368468e-01 1.307035e-01 1.257557e-01 1.219518e-01 1.191540e-01 1.171815e-01 1.158466e-01 1.149783e-01 1.144348e-01 1.141073e-01 1.139169e-01 1.138102e-01 1.137525e-01 1.137223e-01 1.137070e-01 1.136996e-01 1.136961e-01 1.136944e-01 1.136937e-01 1.136934e-01 1.136933e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01 1.136932e-01
231 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141819e-01 1.141819e-01 1.141821e-01 1.141824e-01 1.141831e-01 1.141848e-01 1.141885e-01 1.141961e-01 1.142118e-01 1.142428e-01 1.143018e-01 1.144106e-01 1.146041e-01 1.149364e-01 1.154863e-01 1.163630e-01 1.177080e-01 1.196916e-01 1.225000e-01 1.263117e-01 1.312622e-01 1.374000e-01 1.446428e-01 1.527424e-01 1.612732e-01 1.696524e-01 1.771970e-01 1.832121e-01 1.870958e-01 1.884387e-01 1.870958e-01 1.832121e-01 1.771970e-01 1.696524e-01 1.612732e-01 1.527424e-01 1.446428e-01 1.374000e-01 1.312622e-01 1.263117e-01 1.225000e-01 1.196916e-01 1.177080e-01 1.163630e-01 1.154863e-01 1.149364e-01 1.146041e-01 1.144106e-01 1.143018e-01 1.142428e-01 1.142118e-01 1.141961e-01 1.141885e-01 1.141848e-01 1.141831e-01 1.141824e-01 1.141821e-01 1.141819e-01 1.141819e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01 1.141818e-01
232 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146705e-01 1.146706e-01 1.146710e-01 1.146718e-01 1.146735e-01 1.146773e-01 1.146852e-01 1.147013e-01 1.147330e-01 1.147933e-01 1.149042e-01 1.151010e-01 1.154379e-01 1.159943e-01 1.168795e-01 1.182346e-01 1.202291e-01 1.230479e-01 1.268674e-01 1.318203e-01 1.379526e-01 1.451797e-01 1.532530e-01 1.617479e-01 1.700853e-01 1.775875e-01 1.835659e-01 1.874246e-01 1.887587e-01 1.874246e-01 1.835659e-01 1.775875e-01 1.700853e-01 1.617479e-01 1.532530e-01 1.451797e-01 1.379526e-01 1.318203e-01 1.268674e-01 1.230479e-01 1.202291e-01 1.182346e-01 1.168795e-01 1.159943e-01 1.154379e-01 1.151010e-01 1.149042e-01 1.147933e-01 1.147330e-01 1.147013e-01 1.146852e-01 1.146773e-01 1.146735e-01 1.146718e-01 1.146710e-01 1.146706e-01 1.146705e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01 1.146704e-01
233 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151590e-01 1.151590e-01 1.151590e-01 1.151590e-01 1.151592e-01 1.151595e-01 1.151604e-01 1.151622e-01 1.151661e-01 1.151742e-01 1.151908e-01 1.152233e-01 1.152849e-01 1.153979e-01 1.155979e-01 1.159395e-01 1.165025e-01 1.173960e-01 1.187611e-01 1.207665e-01 1.235957e-01 1.274227e-01 1.323779e-01 1.385045e-01 1.457160e-01 1.537629e-01 1.622223e-01 1.705182e-01 1.779783e-01 1.839204e-01 1.877544e-01 1.890797e-01 1.877544e-01 1.839204e-01 1.779783e-01 1.705182e-01 1.622223e-01 1.537629e-01 1.457160e-01 1.385045e-01 1.323779e-01 1.274227e-01 1.235957e-01 1.207665e-01 1.187611e-01 1.173960e-01 1.165025e-01 1.159395e-01 1.155979e-01 1.153979e-01 1.152849e-01 1.152233e-01 1.151908e-01 1.151742e-01 1.151661e-01 1.151622e-01 1.151604e-01 1.151595e-01 1.151592e-01 1.151590e-01 1.151590e-01 1.151590e-01 1.151590e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01 1.151589e-01
234 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156475e-01 1.156475e-01 1.156477e-01 1.156481e-01 1.156489e-01 1.156508e-01 1.156548e-01 1.156632e-01 1.156802e-01 1.157135e-01 1.157764e-01 1.158915e-01 1.160948e-01 1.164412e-01 1.170106e-01 1.179125e-01 1.192876e-01 1.213039e-01 1.241432e-01 1.279777e-01 1.329349e-01 1.390557e-01 1.462515e-01 1.542723e-01 1.626963e-01 1.709510e-01 1.783694e-01 1.842755e-01 1.880851e-01 1.894018e-01 1.880851e-01 1.842755e-01 1.783694e-01 1.709510e-01 1.626963e-01 1.542723e-01 1.462515e-01 1.390557e-01 1.329349e-01 1.279777e-01 1.241432e-01 1.213039e-01 1.192876e-01 1.179125e-01 1.170106e-01 1.164412e-01 1.160948e-01 1.158915e-01 1.157764e-01 1.157135e-01 1.156802e-01 1.156632e-01 1.156548e-01 1.156508e-01 1.156489e-01 1.156481e-01 1.156477e-01 1.156475e-01 1.156475e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01 1.156474e-01
235 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161360e-01 1.161361e-01 1.161365e-01 1.161374e-01 1.161393e-01 1.161435e-01 1.161522e-01 1.161696e-01 1.162037e-01 1.162680e-01 1.163852e-01 1.165918e-01 1.169430e-01 1.175189e-01 1.184291e-01 1.198142e-01 1.218411e-01 1.246905e-01 1.285323e-01 1.334915e-01 1.396063e-01 1.467864e-01 1.547811e-01 1.631699e-01 1.713837e-01 1.787609e-01 1.846313e-01 1.884167e-01 1.897249e-01 1.884167e-01 1.846313e-01 1.787609e-01 1.713837e-01 1.631699e-01 1.547811e-01 1.467864e-01 1.396063e-01 1.334915e-01 1.285323e-01 1.246905e-01 1.218411e-01 1.198142e-01 1.184291e-01 1.175189e-01 1.169430e-01 1.165918e-01 1.163852e-01 1.162680e-01 1.162037e-01 1.161696e-01 1.161522e-01 1.161435e-01 1.161393e-01 1.161374e-01 1.161365e-01 1.161361e-01 1.161360e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01 1.161359e-01
236 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166244e-01 1.166245e-01 1.166249e-01 1.166258e-01 1.166279e-01 1.166321e-01 1.166411e-01 1.166590e-01 1.166939e-01 1.167595e-01 1.168790e-01 1.170888e-01 1.174447e-01 1.180272e-01 1.189458e-01 1.203407e-01 1.223783e-01 1.252376e-01 1.290864e-01 1.340475e-01 1.401563e-01 1.473206e-01 1.552892e-01 1.636430e-01 1.718164e-01 1.791526e-01 1.849877e-01 1.887492e-01 1.900489e-01 1.887492e-01 1.849877e-01 1.791526e-01 1.718164e-01 1.636430e-01 1.552892e-01 1.473206e-01 1.401563e-01 1.340475e-01 1.290864e-01 1.252376e-01 1.223783e-01 1.203407e-01 1.189458e-01 1.180272e-01 1.174447e-01 1.170888e-01 1.168790e-01 1.167595e-01 1.166939e-01 1.166590e-01 1.166411e-01 1.166321e-01 1.166279e-01 1.166258e-01 1.166249e-01 1.166245e-01 1.166244e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01 1.166243e-01
